Date,Max Air Temp 24hr,Total Snowfall 24hr,Delta SWE 24hr,Min Temp Diff 48hr
2022-12-09,27.35,3.5,0.55,-0.05
2022-12-10,32.75,10.0,1.2,2.45
2022-12-11,32.35,-0.5,0.35,1.7999999999999998
2022-12-12,31.75,-0.5,0.05,-5.4
2022-12-13,32.55,-2.0,-0.05,-1.4
2022-12-14,34.1,-1.5,0.0,2.0
2022-12-15,31.55,-1.0,-0.1,-2.15
2022-12-16,35.400000000000006,-0.5,0.0,2.2
2022-12-17,31.9,-1.0,0.0,-3.8499999999999996
2022-12-18,26.950000000000003,-1.5,0.0,-1.9999999999999998
2022-12-19,27.4,5.0,0.30000000000000004,-1.45
2022-12-20,31.3,2.0,0.35,0.4
2022-12-21,21.65,7.0,0.95,-19.4
2022-12-22,0.8499999999999999,-2.5,-0.2,-5.35
2022-12-23,35.8,-1.0,0.05,5.05
2022-12-24,42.2,1.0,0.9,31.950000000000003
2022-12-25,43.8,-4.0,0.6,0.0
2022-12-26,43.8,-3.0,-0.35,-1.1
2022-12-27,40.650000000000006,-2.0,0.15000000000000002,-6.2
2022-12-28,30.1,6.5,0.4,-1.9
2022-12-29,32.1,-1.0,0.0,0.4
2022-12-30,34.15,2.0,0.35,1.85
2022-12-31,,3.0,0.7,
2023-01-01,33.55,1.5,0.1,
2023-01-02,27.950000000000003,-0.5,-0.05,-3.5
2023-01-03,29.95,-0.5,0.0,1.8499999999999999
2023-01-04,27.7,-1.5,0.0,1.4
2023-01-05,34.150000000000006,-0.5,0.35,5.1
2023-01-06,34.4,0.0,0.2,1.6
2023-01-07,33.0,-0.5,0.2,2.45
2023-01-08,34.0,2.5,0.2,-0.65
2023-01-09,32.5,3.5,0.5,-1.0
2023-01-10,34.35,2.5,0.55,-1.55
2023-01-11,34.400000000000006,-1.0,0.0,1.85
2023-01-12,38.55,0.0,0.15000000000000002,2.05
2023-01-13,39.85,-1.0,1.1,3.4
2023-01-14,35.650000000000006,-3.5,-0.25,-2.8
2023-01-15,33.349999999999994,1.0,0.05,-2.5
2023-01-16,33.35,1.5,0.15000000000000002,-4.35
2023-01-17,32.849999999999994,-0.5,0.1,0.7
2023-01-18,31.8,-0.5,0.1,-2.15
2023-01-19,29.700000000000003,4.5,0.4,-4.85
2023-01-20,36.5,-0.5,-0.05,0.7
2023-01-21,30.75,-0.5,0.1,4.45
2023-01-22,28.6,7.5,0.7,-4.3
2023-01-23,34.45,-2.0,0.1,0.65
2023-01-24,33.15,-2.0,0.05,4.9
2023-01-25,39.2,0.0,0.1,2.1500000000000004
2023-01-26,39.849999999999994,-1.0,0.05,0.95
2023-01-27,35.05,-0.5,0.1,-1.9
2023-01-28,31.900000000000002,2.5,0.55,-14.45
2023-01-29,18.200000000000003,1.0,-0.05,-8.85
2023-01-30,30.45,0.0,-0.15000000000000002,3.5500000000000003
2023-01-31,34.5,0.0,0.1,10.2
2023-02-01,38.85,0.0,0.1,4.5
2023-02-02,43.55,-0.5,0.0,4.9
2023-02-03,38.05,0.0,0.05,0.34999999999999987
2023-02-04,35.05,1.0,0.15000000000000002,1.6
2023-02-05,34.8,2.5,0.4,-0.9
2023-02-06,32.8,0.5,0.0,-2.35
2023-02-07,34.35,0.0,0.3,-1.8
2023-02-08,36.7,6.5,1.1,-1.8
2023-02-09,36.95,2.5,0.45,1.9
2023-02-10,37.400000000000006,-3.0,0.2,2.8
2023-02-11,38.65,0.0,0.25,-5.85
2023-02-12,44.05,0.5,0.0,4.55
2023-02-13,35.05,-1.0,0.25,-5.449999999999999
2023-02-14,29.85,3.0,0.4,-4.65
2023-02-15,34.3,-2.5,-0.15,-1.0
2023-02-16,36.45,-0.5,0.15000000000000002,7.0
2023-02-17,34.0,0.0,0.05,1.85
2023-02-18,33.75,0.5,0.3,0.0
2023-02-19,34.05,1.0,0.25,2.9000000000000004
2023-02-20,35.6,-0.5,0.35,1.1500000000000001
2023-02-21,28.65,1.0,0.8,-8.2
2023-02-22,21.2,1.5,0.25,-15.95
2023-02-23,8.7,2.0,-0.1,-5.949999999999999
2023-02-24,26.1,-1.0,-0.2,1.1
2023-02-25,36.95,-0.5,0.15000000000000002,17.45
2023-02-26,26.3,-1.0,0.25,2.6999999999999997
2023-02-27,25.55,7.5,0.45,-1.8
2023-02-28,29.299999999999997,1.0,0.35,0.55
2023-03-01,31.25,2.5,0.25,-3.7
2023-03-02,30.5,-2.5,0.2,5.6
2023-03-03,29.85,5.5,0.75,-0.09999999999999999
2023-03-04,25.15,1.5,0.55,-1.0
2023-03-05,31.35,1.5,0.35,-4.3999999999999995
2023-03-06,33.3,-0.5,0.1,5.6499999999999995
2023-03-07,32.1,-1.5,0.1,1.75
2023-03-08,30.2,-1.0,0.2,-2.6
2023-03-09,27.15,2.0,0.1,0.55
2023-03-10,32.7,5.0,0.8,4.05
2023-03-11,34.5,1.5,0.09999999999999999,-0.65
2023-03-12,33.8,-2.5,0.05,-0.8
2023-03-13,35.2,2.0,0.55,-1.15
2023-03-14,36.05,4.5,0.7,-3.35
2023-03-15,34.25,-3.0,0.1,2.05
2023-03-16,36.5,-0.5,0.0,-0.7
2023-03-17,41.900000000000006,0.0,0.15000000000000002,4.85
2023-03-18,45.55,-1.5,0.1,6.3
2023-03-19,43.0,-2.0,0.35,2.25
2023-03-20,37.75,-1.0,0.2,-1.05
2023-03-21,42.6,-0.5,0.2,-3.4000000000000004
2023-03-22,47.95,-1.5,0.05,-1.15
2023-03-23,36.0,-0.5,0.15000000000000002,-4.050000000000001
2023-03-24,30.35,4.0,0.4,-1.05
2023-03-25,29.9,1.5,0.25,-0.9
2023-03-26,35.25,-1.0,0.0,-2.15
2023-03-27,36.05,-1.0,0.1,1.15
2023-03-28,33.4,0.5,0.2,9.55
2023-03-29,38.650000000000006,0.0,0.0,1.9500000000000002
2023-03-30,40.2,-1.0,0.1,-2.0
2023-03-31,33.0,-1.5,0.0,-0.05
2023-04-01,30.4,5.0,0.7,-4.65
2023-04-02,33.900000000000006,4.5,0.7,-1.25
2023-04-03,32.45,3.0,0.45,0.15
2023-04-04,33.4,-1.0,0.1,-0.75
2023-04-05,37.4,-1.5,0.0,1.2
2023-04-06,37.45,-2.5,0.1,9.05
2023-04-07,41.05,-1.0,0.55,0.30000000000000004
2023-04-08,38.2,-2.5,0.44999999999999996,-1.45
2023-04-09,41.650000000000006,0.0,0.0,6.45
2023-04-10,40.35,-3.0,1.35,-4.1
2023-04-11,36.3,-0.5,0.3,-9.7
2023-04-12,37.3,1.0,-0.7,0.45
2023-04-13,38.0,-1.0,-0.35,1.4500000000000002
2023-04-14,41.8,0.0,-0.1,-1.5999999999999999
2023-04-15,43.5,0.0,0.05,8.7
2023-04-16,38.2,-1.0,-0.05,-5.9
2023-04-17,35.25,2.0,0.15000000000000002,-3.05
2023-04-18,34.55,1.5,0.2,1.65
2023-04-19,36.25,0.0,0.0,1.65
2023-04-20,31.650000000000002,2.0,0.15000000000000002,-2.4
2023-04-21,35.7,2.0,0.5,6.300000000000001
2023-04-22,49.35,-1.0,0.1,3.9000000000000004
2023-04-23,42.95,-3.0,1.15,0.2
2023-04-24,41.45,-2.0,0.15,-1.4500000000000002
2023-04-25,51.15,-1.0,-1.1,1.15
2023-04-26,56.3,-1.5,0.25,5.85
2023-04-27,62.150000000000006,-3.5,-0.3,-0.55
2023-04-28,63.9,-2.0,-0.7,6.05
2023-04-29,66.4,-3.0,-1.25,1.9500000000000002
2023-04-30,52.45,-3.0,-1.35,-7.1
