#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2022-11-01 00:00 to 2023-04-30 23:00
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1012: Swift Creek, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous      N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous      N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous      N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous      N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Swift Creek (1012) 
# Washington  SNOTEL Site - 4440 ft
# Reporting Frequency: Hourly; Date Range: 2022-11-01 00:00 to 2023-04-30 23:00
#
# As of: May 14, 2023 4:29:31 PM GMT-08:00
#
Date,Station Id,Station Name,Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Observed (degF),Elevation (ft),Latitude,Longitude
2022-11-02 02:00,1012,Swift Creek,0.4,4,8.7,28.9,4440,46.16380,-122.18402
2022-11-02 03:00,1012,Swift Creek,0.5,3,8.8,28.8,4440,46.16380,-122.18402
2022-11-02 04:00,1012,Swift Creek,0.6,6,8.9,28.4,4440,46.16380,-122.18402
2022-11-02 05:00,1012,Swift Creek,0.6,4,9.0,28.6,4440,46.16380,-122.18402
2022-11-02 06:00,1012,Swift Creek,0.7,4,9.0,28.4,4440,46.16380,-122.18402
2022-11-02 07:00,1012,Swift Creek,0.7,,9.0,27.7,4440,46.16380,-122.18402
2022-11-02 08:00,1012,Swift Creek,0.7,,9.0,28.2,4440,46.16380,-122.18402
2022-11-02 09:00,1012,Swift Creek,0.7,,9.0,29.3,4440,46.16380,-122.18402
2022-11-02 10:00,1012,Swift Creek,0.7,,9.1,29.7,4440,46.16380,-122.18402
2022-11-02 11:00,1012,Swift Creek,0.8,4,9.1,31.6,4440,46.16380,-122.18402
2022-11-02 12:00,1012,Swift Creek,0.8,4,9.1,31.6,4440,46.16380,-122.18402
2022-11-02 13:00,1012,Swift Creek,0.8,4,9.1,33.8,4440,46.16380,-122.18402
2022-11-02 14:00,1012,Swift Creek,0.8,5,9.1,33.1,4440,46.16380,-122.18402
2022-11-02 15:00,1012,Swift Creek,0.9,4,9.1,31.5,4440,46.16380,-122.18402
2022-11-02 16:00,1012,Swift Creek,0.9,,9.2,29.8,4440,46.16380,-122.18402
2022-11-02 17:00,1012,Swift Creek,0.9,,9.2,29.5,4440,46.16380,-122.18402
2022-11-02 18:00,1012,Swift Creek,0.8,,9.2,27.9,4440,46.16380,-122.18402
2022-11-02 19:00,1012,Swift Creek,0.8,5,9.1,26.4,4440,46.16380,-122.18402
2022-11-02 20:00,1012,Swift Creek,0.8,,9.1,26.1,4440,46.16380,-122.18402
2022-11-02 21:00,1012,Swift Creek,0.8,,9.1,25.9,4440,46.16380,-122.18402
2022-11-02 22:00,1012,Swift Creek,0.8,,9.1,25.7,4440,46.16380,-122.18402
2022-11-02 23:00,1012,Swift Creek,0.8,,9.1,27.9,4440,46.16380,-122.18402
2022-11-03 00:00,1012,Swift Creek,0.8,5,9.1,28.2,4440,46.16380,-122.18402
2022-11-03 01:00,1012,Swift Creek,0.8,,9.1,27.3,4440,46.16380,-122.18402
2022-11-03 02:00,1012,Swift Creek,0.8,,9.1,27.9,4440,46.16380,-122.18402
2022-11-03 03:00,1012,Swift Creek,0.8,,9.1,28.4,4440,46.16380,-122.18402
2022-11-03 04:00,1012,Swift Creek,0.8,6,9.2,28.8,4440,46.16380,-122.18402
2022-11-03 05:00,1012,Swift Creek,0.8,6,9.2,28.4,4440,46.16380,-122.18402
2022-11-03 06:00,1012,Swift Creek,0.8,6,9.2,28.4,4440,46.16380,-122.18402
2022-11-03 07:00,1012,Swift Creek,0.8,4,9.2,28.8,4440,46.16380,-122.18402
2022-11-03 08:00,1012,Swift Creek,0.8,4,9.2,28.8,4440,46.16380,-122.18402
2022-11-03 09:00,1012,Swift Creek,0.8,5,9.2,29.5,4440,46.16380,-122.18402
2022-11-03 10:00,1012,Swift Creek,0.8,4,9.2,30.2,4440,46.16380,-122.18402
2022-11-03 11:00,1012,Swift Creek,0.8,4,9.2,30.7,4440,46.16380,-122.18402
2022-11-03 12:00,1012,Swift Creek,0.8,5,9.2,30.7,4440,46.16380,-122.18402
2022-11-03 13:00,1012,Swift Creek,0.9,,9.2,30.7,4440,46.16380,-122.18402
2022-11-03 14:00,1012,Swift Creek,0.9,,9.3,30.9,4440,46.16380,-122.18402
2022-11-03 15:00,1012,Swift Creek,0.9,5,9.3,30.6,4440,46.16380,-122.18402
2022-11-03 16:00,1012,Swift Creek,0.9,,9.4,29.8,4440,46.16380,-122.18402
2022-11-03 17:00,1012,Swift Creek,1.0,7,9.4,29.7,4440,46.16380,-122.18402
2022-11-03 18:00,1012,Swift Creek,1.1,9,9.6,29.7,4440,46.16380,-122.18402
2022-11-03 19:00,1012,Swift Creek,1.2,10,9.7,29.7,4440,46.16380,-122.18402
2022-11-03 20:00,1012,Swift Creek,1.3,10,9.8,29.3,4440,46.16380,-122.18402
2022-11-03 21:00,1012,Swift Creek,1.5,10,10.0,29.8,4440,46.16380,-122.18402
2022-11-03 22:00,1012,Swift Creek,1.6,11,10.2,30.6,4440,46.16380,-122.18402
2022-11-03 23:00,1012,Swift Creek,1.8,12,10.4,31.1,4440,46.16380,-122.18402
2022-11-04 00:00,1012,Swift Creek,1.9,12,10.5,32.0,4440,46.16380,-122.18402
2022-11-04 01:00,1012,Swift Creek,2.0,11,10.5,32.9,4440,46.16380,-122.18402
2022-11-04 02:00,1012,Swift Creek,2.1,12,10.5,33.3,4440,46.16380,-122.18402
2022-11-04 03:00,1012,Swift Creek,2.1,12,10.6,33.8,4440,46.16380,-122.18402
2022-11-04 04:00,1012,Swift Creek,2.1,12,10.8,34.0,4440,46.16380,-122.18402
2022-11-04 05:00,1012,Swift Creek,2.4,11,11.1,34.3,4440,46.16380,-122.18402
2022-11-04 06:00,1012,Swift Creek,2.7,10,11.6,34.7,4440,46.16380,-122.18402
2022-11-04 07:00,1012,Swift Creek,2.8,7,12.0,35.6,4440,46.16380,-122.18402
2022-11-04 08:00,1012,Swift Creek,2.8,6,12.4,36.5,4440,46.16380,-122.18402
2022-11-04 09:00,1012,Swift Creek,2.8,7,12.8,37.6,4440,46.16380,-122.18402
2022-11-04 10:00,1012,Swift Creek,2.8,6,13.2,38.1,4440,46.16380,-122.18402
2022-11-04 11:00,1012,Swift Creek,2.7,5,13.4,40.1,4440,46.16380,-122.18402
2022-11-04 12:00,1012,Swift Creek,2.7,5,13.8,40.6,4440,46.16380,-122.18402
2022-11-04 13:00,1012,Swift Creek,2.7,4,14.1,41.0,4440,46.16380,-122.18402
2022-11-04 14:00,1012,Swift Creek,2.6,,14.5,41.5,4440,46.16380,-122.18402
2022-11-04 15:00,1012,Swift Creek,2.6,,14.9,42.6,4440,46.16380,-122.18402
2022-11-04 16:00,1012,Swift Creek,2.6,,15.4,43.2,4440,46.16380,-122.18402
2022-11-04 17:00,1012,Swift Creek,2.4,,15.8,43.2,4440,46.16380,-122.18402
2022-11-04 18:00,1012,Swift Creek,2.4,,16.3,43.5,4440,46.16380,-122.18402
2022-11-04 19:00,1012,Swift Creek,2.3,,16.7,43.3,4440,46.16380,-122.18402
2022-11-04 20:00,1012,Swift Creek,2.2,,17.1,43.7,4440,46.16380,-122.18402
2022-11-04 21:00,1012,Swift Creek,2.1,,17.5,43.3,4440,46.16380,-122.18402
2022-11-04 22:00,1012,Swift Creek,2.0,,17.7,43.9,4440,46.16380,-122.18402
2022-11-04 23:00,1012,Swift Creek,2.0,,17.9,43.2,4440,46.16380,-122.18402
2022-11-05 00:00,1012,Swift Creek,1.9,4,18.0,36.5,4440,46.16380,-122.18402
2022-11-05 01:00,1012,Swift Creek,1.8,1,18.1,34.0,4440,46.16380,-122.18402
2022-11-05 02:00,1012,Swift Creek,1.8,4,18.1,31.1,4440,46.16380,-122.18402
2022-11-05 03:00,1012,Swift Creek,1.8,4,18.1,30.7,4440,46.16380,-122.18402
2022-11-05 04:00,1012,Swift Creek,1.8,5,18.1,30.4,4440,46.16380,-122.18402
2022-11-05 05:00,1012,Swift Creek,1.8,4,18.1,30.2,4440,46.16380,-122.18402
2022-11-05 06:00,1012,Swift Creek,1.9,3,18.2,30.9,4440,46.16380,-122.18402
2022-11-05 07:00,1012,Swift Creek,1.9,3,18.2,29.7,4440,46.16380,-122.18402
2022-11-05 08:00,1012,Swift Creek,1.9,5,18.2,29.8,4440,46.16380,-122.18402
2022-11-05 09:00,1012,Swift Creek,2.0,5,18.3,30.9,4440,46.16380,-122.18402
2022-11-05 10:00,1012,Swift Creek,2.0,6,18.3,30.9,4440,46.16380,-122.18402
2022-11-05 11:00,1012,Swift Creek,2.0,4,18.3,31.3,4440,46.16380,-122.18402
2022-11-05 12:00,1012,Swift Creek,2.1,5,18.4,31.3,4440,46.16380,-122.18402
2022-11-05 13:00,1012,Swift Creek,2.1,5,18.4,30.6,4440,46.16380,-122.18402
2022-11-05 14:00,1012,Swift Creek,2.1,6,18.4,30.9,4440,46.16380,-122.18402
2022-11-05 15:00,1012,Swift Creek,2.2,6,18.5,30.4,4440,46.16380,-122.18402
2022-11-05 16:00,1012,Swift Creek,2.2,7,18.5,29.7,4440,46.16380,-122.18402
2022-11-05 17:00,1012,Swift Creek,2.2,6,18.5,29.5,4440,46.16380,-122.18402
2022-11-05 18:00,1012,Swift Creek,2.2,7,18.5,28.6,4440,46.16380,-122.18402
2022-11-05 19:00,1012,Swift Creek,2.2,7,18.5,28.8,4440,46.16380,-122.18402
2022-11-05 20:00,1012,Swift Creek,2.2,,18.6,28.9,4440,46.16380,-122.18402
2022-11-05 21:00,1012,Swift Creek,2.2,8,18.6,29.3,4440,46.16380,-122.18402
2022-11-05 22:00,1012,Swift Creek,2.2,6,18.6,29.5,4440,46.16380,-122.18402
2022-11-05 23:00,1012,Swift Creek,2.3,7,18.6,29.8,4440,46.16380,-122.18402
2022-11-06 00:00,1012,Swift Creek,2.4,8,18.7,30.0,4440,46.16380,-122.18402
2022-11-06 01:00,1012,Swift Creek,2.5,10,18.8,30.6,4440,46.16380,-122.18402
2022-11-06 02:00,1012,Swift Creek,2.6,10,19.0,30.7,4440,46.16380,-122.18402
2022-11-06 03:00,1012,Swift Creek,2.8,11,19.1,31.1,4440,46.16380,-122.18402
2022-11-06 04:00,1012,Swift Creek,3.0,11,19.4,31.3,4440,46.16380,-122.18402
2022-11-06 05:00,1012,Swift Creek,3.3,12,19.6,31.3,4440,46.16380,-122.18402
2022-11-06 06:00,1012,Swift Creek,3.7,13,20.0,31.3,4440,46.16380,-122.18402
2022-11-06 07:00,1012,Swift Creek,4.0,16,20.2,30.9,4440,46.16380,-122.18402
2022-11-06 08:00,1012,Swift Creek,4.4,18,20.6,29.5,4440,46.16380,-122.18402
2022-11-06 09:00,1012,Swift Creek,4.5,19,20.8,29.1,4440,46.16380,-122.18402
2022-11-06 10:00,1012,Swift Creek,4.6,20,20.8,29.3,4440,46.16380,-122.18402
2022-11-06 11:00,1012,Swift Creek,4.6,19,20.8,29.7,4440,46.16380,-122.18402
2022-11-06 12:00,1012,Swift Creek,4.6,19,20.8,30.2,4440,46.16380,-122.18402
2022-11-06 13:00,1012,Swift Creek,4.6,19,20.9,29.7,4440,46.16380,-122.18402
2022-11-06 14:00,1012,Swift Creek,4.6,19,20.9,28.6,4440,46.16380,-122.18402
2022-11-06 15:00,1012,Swift Creek,4.6,20,20.8,28.0,4440,46.16380,-122.18402
2022-11-06 16:00,1012,Swift Creek,4.6,19,20.9,27.9,4440,46.16380,-122.18402
2022-11-06 17:00,1012,Swift Creek,4.6,19,20.8,28.0,4440,46.16380,-122.18402
2022-11-06 18:00,1012,Swift Creek,4.6,,20.9,28.8,4440,46.16380,-122.18402
2022-11-06 19:00,1012,Swift Creek,4.7,20,20.9,28.8,4440,46.16380,-122.18402
2022-11-06 20:00,1012,Swift Creek,4.7,21,21.0,28.8,4440,46.16380,-122.18402
2022-11-06 21:00,1012,Swift Creek,4.7,21,21.0,28.8,4440,46.16380,-122.18402
2022-11-06 22:00,1012,Swift Creek,4.8,,21.0,28.4,4440,46.16380,-122.18402
2022-11-06 23:00,1012,Swift Creek,4.8,22,21.1,27.9,4440,46.16380,-122.18402
2022-11-07 00:00,1012,Swift Creek,4.8,22,21.1,27.5,4440,46.16380,-122.18402
2022-11-07 01:00,1012,Swift Creek,4.8,,21.1,27.1,4440,46.16380,-122.18402
2022-11-07 02:00,1012,Swift Creek,4.8,23,21.1,27.0,4440,46.16380,-122.18402
2022-11-07 03:00,1012,Swift Creek,4.9,22,21.2,26.6,4440,46.16380,-122.18402
2022-11-07 04:00,1012,Swift Creek,4.9,23,21.2,26.1,4440,46.16380,-122.18402
2022-11-07 05:00,1012,Swift Creek,5.0,23,21.2,25.9,4440,46.16380,-122.18402
2022-11-07 06:00,1012,Swift Creek,5.0,23,21.3,26.6,4440,46.16380,-122.18402
2022-11-07 07:00,1012,Swift Creek,5.1,,21.4,27.0,4440,46.16380,-122.18402
2022-11-07 08:00,1012,Swift Creek,5.2,25,21.5,27.5,4440,46.16380,-122.18402
2022-11-07 09:00,1012,Swift Creek,5.2,26,21.5,28.2,4440,46.16380,-122.18402
2022-11-07 10:00,1012,Swift Creek,5.3,26,21.6,29.1,4440,46.16380,-122.18402
2022-11-07 11:00,1012,Swift Creek,5.4,26,21.7,29.1,4440,46.16380,-122.18402
2022-11-07 12:00,1012,Swift Creek,5.5,26,21.8,29.7,4440,46.16380,-122.18402
2022-11-07 13:00,1012,Swift Creek,5.6,28,21.9,29.5,4440,46.16380,-122.18402
2022-11-07 14:00,1012,Swift Creek,5.7,28,22.0,29.7,4440,46.16380,-122.18402
2022-11-07 15:00,1012,Swift Creek,5.8,28,22.1,29.5,4440,46.16380,-122.18402
2022-11-07 16:00,1012,Swift Creek,5.8,30,22.1,28.9,4440,46.16380,-122.18402
2022-11-07 17:00,1012,Swift Creek,5.9,30,22.2,28.6,4440,46.16380,-122.18402
2022-11-07 18:00,1012,Swift Creek,5.9,30,22.2,28.8,4440,46.16380,-122.18402
2022-11-07 19:00,1012,Swift Creek,5.9,30,22.2,28.8,4440,46.16380,-122.18402
2022-11-07 20:00,1012,Swift Creek,6.0,30,22.2,28.6,4440,46.16380,-122.18402
2022-11-07 21:00,1012,Swift Creek,6.0,30,22.3,28.6,4440,46.16380,-122.18402
2022-11-07 22:00,1012,Swift Creek,6.0,30,22.3,29.1,4440,46.16380,-122.18402
2022-11-07 23:00,1012,Swift Creek,6.0,29,22.3,29.1,4440,46.16380,-122.18402
2022-11-08 00:00,1012,Swift Creek,6.0,29,22.3,29.3,4440,46.16380,-122.18402
2022-11-08 01:00,1012,Swift Creek,6.0,29,22.3,29.3,4440,46.16380,-122.18402
2022-11-08 02:00,1012,Swift Creek,6.0,29,22.4,29.7,4440,46.16380,-122.18402
2022-11-08 03:00,1012,Swift Creek,6.1,30,22.4,29.7,4440,46.16380,-122.18402
2022-11-08 04:00,1012,Swift Creek,6.0,29,22.3,30.0,4440,46.16380,-122.18402
2022-11-08 05:00,1012,Swift Creek,6.1,29,22.4,30.2,4440,46.16380,-122.18402
2022-11-08 06:00,1012,Swift Creek,6.1,29,22.4,29.7,4440,46.16380,-122.18402
2022-11-08 07:00,1012,Swift Creek,6.1,29,22.4,29.7,4440,46.16380,-122.18402
2022-11-08 08:00,1012,Swift Creek,6.1,29,22.4,29.5,4440,46.16380,-122.18402
2022-11-08 09:00,1012,Swift Creek,6.1,29,22.4,29.7,4440,46.16380,-122.18402
2022-11-08 10:00,1012,Swift Creek,6.1,29,22.5,30.9,4440,46.16380,-122.18402
2022-11-08 11:00,1012,Swift Creek,6.1,29,22.5,31.3,4440,46.16380,-122.18402
2022-11-08 12:00,1012,Swift Creek,6.1,28,22.5,31.5,4440,46.16380,-122.18402
2022-11-08 13:00,1012,Swift Creek,6.2,28,22.5,31.6,4440,46.16380,-122.18402
2022-11-08 14:00,1012,Swift Creek,6.1,28,22.5,32.2,4440,46.16380,-122.18402
2022-11-08 15:00,1012,Swift Creek,6.1,28,22.5,32.2,4440,46.16380,-122.18402
2022-11-08 16:00,1012,Swift Creek,6.1,28,22.5,31.6,4440,46.16380,-122.18402
2022-11-08 17:00,1012,Swift Creek,6.1,28,22.5,31.8,4440,46.16380,-122.18402
2022-11-08 18:00,1012,Swift Creek,6.1,28,22.5,32.5,4440,46.16380,-122.18402
2022-11-08 19:00,1012,Swift Creek,6.1,28,22.5,33.4,4440,46.16380,-122.18402
2022-11-08 20:00,1012,Swift Creek,6.1,28,22.5,33.3,4440,46.16380,-122.18402
2022-11-08 21:00,1012,Swift Creek,6.1,28,22.5,34.0,4440,46.16380,-122.18402
2022-11-08 22:00,1012,Swift Creek,6.1,28,22.5,35.6,4440,46.16380,-122.18402
2022-11-08 23:00,1012,Swift Creek,6.1,28,22.5,31.6,4440,46.16380,-122.18402
2022-11-09 00:00,1012,Swift Creek,6.1,28,22.4,30.0,4440,46.16380,-122.18402
2022-11-09 01:00,1012,Swift Creek,6.1,28,22.4,30.4,4440,46.16380,-122.18402
2022-11-09 02:00,1012,Swift Creek,6.1,28,22.4,29.5,4440,46.16380,-122.18402
2022-11-09 03:00,1012,Swift Creek,6.1,28,22.4,29.5,4440,46.16380,-122.18402
2022-11-09 04:00,1012,Swift Creek,6.0,28,22.4,30.2,4440,46.16380,-122.18402
2022-11-09 05:00,1012,Swift Creek,6.0,28,22.4,28.6,4440,46.16380,-122.18402
2022-11-09 06:00,1012,Swift Creek,6.0,28,22.4,28.4,4440,46.16380,-122.18402
2022-11-09 07:00,1012,Swift Creek,6.0,28,22.4,28.2,4440,46.16380,-122.18402
2022-11-09 08:00,1012,Swift Creek,6.0,27,22.4,28.2,4440,46.16380,-122.18402
2022-11-09 09:00,1012,Swift Creek,6.0,28,22.4,28.9,4440,46.16380,-122.18402
2022-11-09 10:00,1012,Swift Creek,6.0,28,22.4,30.0,4440,46.16380,-122.18402
2022-11-09 11:00,1012,Swift Creek,6.0,26,22.4,31.6,4440,46.16380,-122.18402
2022-11-09 12:00,1012,Swift Creek,6.1,27,22.5,30.0,4440,46.16380,-122.18402
2022-11-09 13:00,1012,Swift Creek,6.1,27,22.5,31.6,4440,46.16380,-122.18402
2022-11-09 14:00,1012,Swift Creek,6.1,27,22.5,30.6,4440,46.16380,-122.18402
2022-11-09 15:00,1012,Swift Creek,6.1,27,22.5,30.7,4440,46.16380,-122.18402
2022-11-09 16:00,1012,Swift Creek,6.1,27,22.5,31.1,4440,46.16380,-122.18402
2022-11-09 17:00,1012,Swift Creek,6.1,27,22.5,32.0,4440,46.16380,-122.18402
2022-11-09 18:00,1012,Swift Creek,6.1,27,22.5,28.8,4440,46.16380,-122.18402
2022-11-09 19:00,1012,Swift Creek,6.1,27,22.5,27.5,4440,46.16380,-122.18402
2022-11-09 20:00,1012,Swift Creek,6.1,27,22.4,27.9,4440,46.16380,-122.18402
2022-11-09 21:00,1012,Swift Creek,6.1,27,22.4,27.3,4440,46.16380,-122.18402
2022-11-09 22:00,1012,Swift Creek,6.1,27,22.4,26.2,4440,46.16380,-122.18402
2022-11-09 23:00,1012,Swift Creek,6.0,27,22.4,25.3,4440,46.16380,-122.18402
2022-11-10 00:00,1012,Swift Creek,6.0,27,22.4,24.6,4440,46.16380,-122.18402
2022-11-10 01:00,1012,Swift Creek,6.0,27,22.4,25.2,4440,46.16380,-122.18402
2022-11-10 02:00,1012,Swift Creek,6.0,27,22.4,24.3,4440,46.16380,-122.18402
2022-11-10 03:00,1012,Swift Creek,6.0,27,22.4,24.8,4440,46.16380,-122.18402
2022-11-10 04:00,1012,Swift Creek,6.0,27,22.4,24.8,4440,46.16380,-122.18402
2022-11-10 05:00,1012,Swift Creek,6.0,26,22.4,25.5,4440,46.16380,-122.18402
2022-11-10 06:00,1012,Swift Creek,6.0,27,22.4,25.3,4440,46.16380,-122.18402
2022-11-10 07:00,1012,Swift Creek,6.0,26,22.4,27.0,4440,46.16380,-122.18402
2022-11-10 08:00,1012,Swift Creek,6.0,26,22.4,28.6,4440,46.16380,-122.18402
2022-11-10 09:00,1012,Swift Creek,6.0,26,22.4,28.8,4440,46.16380,-122.18402
2022-11-10 10:00,1012,Swift Creek,6.0,26,22.4,29.7,4440,46.16380,-122.18402
2022-11-10 11:00,1012,Swift Creek,6.0,26,22.4,31.5,4440,46.16380,-122.18402
2022-11-10 12:00,1012,Swift Creek,6.0,26,22.5,31.3,4440,46.16380,-122.18402
2022-11-10 13:00,1012,Swift Creek,6.1,26,22.5,31.8,4440,46.16380,-122.18402
2022-11-10 14:00,1012,Swift Creek,6.1,26,22.5,32.0,4440,46.16380,-122.18402
2022-11-10 15:00,1012,Swift Creek,6.1,26,22.5,31.5,4440,46.16380,-122.18402
2022-11-10 16:00,1012,Swift Creek,6.1,26,22.5,30.2,4440,46.16380,-122.18402
