Date,Area,Above Treeline,At Treeline,Below Treeline,Yesterday Danger Above Treeline,Yesterday Danger At Treeline,Yesterday Danger Below Treeline,Max Air Temp 24hr,Total Snowfall 24hr,Delta SWE 24hr,Min Temp Diff 48hr,Max Windspeed 24hr,Was High Winds 24hr,Max Air Temp 72hr,Total Snowfall 72hr,Weighted Snowfall 96hr,Was Heavy Snowfall 24hr,Sum Max Temp 72hr
2023-02-04,East Slopes North,2,2,1,2,2,1,34.25,2.0,0.4,-0.25,63.54,1,40.3,2.0,2.0,0,113.65
2023-02-05,East Slopes North,2,2,1,2,2,1,32.35,0.5,0.5,-2.1500000000000004,37.42,1,40.3,2.0,1.875,0,106.89999999999999
2023-02-06,East Slopes North,4,3,3,2,2,1,30.65,2.0,0.1,0.35,24.0,0,34.25,4.5,3.25,0,97.25
2023-02-07,East Slopes North,3,3,2,4,3,3,30.9,-0.5,0.65,-3.35,43.07,1,32.35,2.0,1.75,0,93.9
2023-02-08,East Slopes North,3,2,2,3,3,2,31.2,11.0,1.75,-3.25,42.36,1,31.2,12.5,11.75,0,92.75
2023-02-09,East Slopes North,2,2,1,3,2,2,36.85,0.0,0.55,3.35,27.53,1,36.85,10.5,8.5,0,98.94999999999999
2023-02-10,East Slopes North,2,2,1,2,2,1,33.0,-1.0,0.8500000000000001,1.35,60.01,1,36.85,10.0,4.375,0,101.05
2023-02-11,East Slopes North,1,1,1,2,2,1,32.900000000000006,0.0,0.2,-1.25,72.01,1,36.85,-1.0,2.0,0,102.75
2023-02-12,East Slopes North,2,2,1,1,1,1,35.95,-1.0,0.15,5.75,19.06,0,35.95,-2.0,-1.5,0,101.85000000000001
2023-02-13,East Slopes North,2,2,1,2,2,1,30.0,-0.5,0.9,-11.85,41.65,1,35.95,-1.5,-1.5,0,98.85000000000001
2023-02-14,East Slopes North,2,1,1,2,2,1,25.2,5.5,0.5,-2.65,24.71,0,35.95,4.0,4.625,0,91.15
2023-02-15,East Slopes North,1,1,1,2,1,1,28.200000000000003,-2.5,-0.2,2.65,13.41,0,30.0,2.5,1.125,0,83.4
2023-02-16,East Slopes North,1,1,1,1,1,1,32.65,-2.0,0.15,5.9,19.77,0,32.65,1.0,-1.25,0,86.05
2023-02-17,East Slopes North,2,1,1,1,1,1,29.85,2.5,0.15,-1.0,44.48,1,32.65,-2.0,1.125,0,90.7
2023-02-18,East Slopes North,2,2,1,2,1,1,31.8,1.5,0.5,0.75,28.95,1,32.65,2.0,1.75,0,94.30000000000001
2023-02-19,East Slopes North,3,3,2,2,2,1,30.65,2.5,0.5,1.0,15.53,0,31.8,6.5,4.375,0,92.30000000000001
2023-02-20,East Slopes North,3,3,2,3,3,2,31.55,2.0,1.0,1.1,19.77,0,31.8,6.0,5.25,0,94.0
2023-02-21,East Slopes North,3,2,1,3,3,2,30.1,5.0,2.35,-12.35,38.12,1,31.55,9.5,8.125,0,92.30000000000001
2023-02-22,East Slopes North,3,2,1,3,2,1,20.4,7.0,0.95,-5.8,16.94,0,31.55,14.0,12.375,0,82.05
2023-02-23,East Slopes North,2,2,1,3,2,1,14.9,-3.0,-0.1,-5.85,2.824,0,30.1,9.0,5.25,0,65.4
2023-02-24,East Slopes North,2,2,1,2,2,1,24.05,-1.5,-0.25,-1.7000000000000002,14.12,0,24.05,2.5,1.0,0,59.35
2023-02-25,East Slopes North,3,3,2,2,2,1,25.2,-0.5,0.1,15.35,26.12,1,25.2,-5.0,-1.375,0,64.15
2023-02-26,East Slopes North,3,2,2,3,3,2,23.1,-0.5,0.5,1.0499999999999998,57.19,1,25.2,-2.5,-2.375,0,72.35
2023-02-27,East Slopes North,2,2,2,3,2,2,21.3,5.5,0.75,-1.1,48.01,1,25.2,4.5,4.5,0,69.60000000000001
2023-02-28,East Slopes North,2,2,2,2,2,2,27.25,1.5,0.45,1.3,26.12,1,27.25,6.5,5.25,0,71.65
2023-03-01,East Slopes North,3,3,2,2,2,2,22.55,1.0,0.0,-0.35,33.18,1,27.25,8.0,4.75,0,71.1
2023-03-02,East Slopes North,3,3,2,3,3,2,25.05,-2.0,0.35,2.7,48.01,1,27.25,0.5,0.875,0,74.85
2023-03-03,East Slopes North,3,2,2,3,3,2,24.15,8.0,1.15,-0.05,60.01,1,25.05,7.0,7.375,0,71.75
2023-03-04,East Slopes North,3,3,2,3,2,2,27.05,3.0,1.05,1.3,36.01,1,27.05,9.0,8.25,0,76.25
2023-03-05,East Slopes North,2,2,2,3,3,2,32.25,-2.0,-0.1,0.4,27.53,1,32.25,9.0,3.75,0,83.44999999999999
2023-03-06,East Slopes North,2,1,1,2,2,2,32.7,-2.0,0.1,-0.75,11.3,0,32.7,-1.0,0.0,0,92.0
2023-03-07,East Slopes North,2,2,1,2,1,1,32.1,-2.0,0.0,0.75,19.77,0,32.7,-6.0,-3.75,0,97.05000000000001
2023-03-08,East Slopes North,2,2,1,2,2,1,32.25,-1.5,0.15,1.75,14.83,0,32.7,-5.5,-4.5,0,97.05
2023-03-09,East Slopes North,2,2,1,2,2,1,33.55,-2.0,0.05,0.15,14.83,0,33.55,-5.5,-4.625,0,97.9
2023-03-10,East Slopes North,3,2,2,2,2,1,28.85,-0.5,0.4,0.4,22.59,0,33.55,-4.0,-3.25,0,94.65
2023-03-11,East Slopes North,2,2,2,3,2,2,30.9,4.5,0.0,-0.4,16.24,0,33.55,2.0,2.75,0,93.3
2023-03-12,East Slopes North,3,3,3,2,2,2,32.85,0.5,0.5,2.35,40.24,1,32.85,4.5,3.125,0,92.6
2023-03-13,East Slopes North,3,3,2,3,3,3,32.8,4.5,0.9,-4.15,35.3,1,32.85,9.5,7.0,0,96.55000000000001
2023-03-14,East Slopes North,2,2,2,3,3,2,32.55,12.5,1.5,-1.0499999999999998,35.3,1,32.85,17.5,17.25,1,98.19999999999999
2023-03-15,East Slopes North,2,2,2,2,2,2,29.05,-5.5,0.15,1.5,24.71,0,32.8,11.5,6.25,0,94.39999999999999
2023-03-16,East Slopes North,2,2,2,2,2,2,37.75,0.0,0.25,0.2,21.18,0,37.75,7.0,3.25,0,99.35
2023-03-17,East Slopes North,3,3,2,2,2,2,40.650000000000006,-2.5,0.1,5.55,18.36,0,40.650000000000006,-8.0,-2.125,0,107.45
2023-03-18,East Slopes North,2,2,2,3,3,2,44.5,-1.5,0.0,4.2,19.77,0,44.5,-4.0,-4.75,0,122.9
2023-03-19,East Slopes North,1,1,1,2,2,2,45.25,-2.0,0.05,3.05,20.47,0,45.25,-6.0,-4.375,0,130.4
2023-03-20,East Slopes North,1,1,2,1,1,1,36.5,-2.0,0.0,-3.0,21.18,0,45.25,-5.5,-4.875,0,126.25
2023-03-21,East Slopes North,2,2,1,1,1,2,43.8,-0.5,-0.0999999999999999,-1.5,14.12,0,45.25,-4.5,-3.375,0,125.55
2023-03-22,East Slopes North,1,1,1,2,2,1,44.400000000000006,-1.0,0.05,2.25,13.41,0,44.400000000000006,-3.5,-2.875,0,124.7
2023-03-23,East Slopes North,2,1,1,1,1,1,35.35,-2.0,-0.2,-9.7,18.36,0,44.400000000000006,-3.5,-3.5,0,123.55
2023-03-24,East Slopes North,2,1,1,2,1,1,27.950000000000003,5.0,0.55,-1.85,50.13,1,44.400000000000006,2.0,2.875,0,107.70000000000002
2023-03-25,East Slopes North,2,1,1,2,1,1,31.75,3.5,0.3999999999999999,0.65,32.48,1,35.35,6.5,6.0,0,95.05000000000001
2023-03-26,East Slopes North,2,2,1,2,1,1,31.85,-1.0,0.35,-0.65,12.0,0,31.85,7.5,3.625,0,91.55000000000001
2023-03-27,East Slopes North,2,2,1,2,2,1,37.2,-1.0,0.05,0.65,14.83,0,37.2,1.5,1.25,0,100.80000000000001
2023-03-28,East Slopes North,2,2,1,2,2,1,38.5,-0.5,0.2,5.4,26.12,1,38.5,-2.5,-0.875,0,107.55000000000001
2023-03-29,East Slopes North,2,1,1,2,2,1,43.6,-2.0,0.0,4.3,33.89,1,43.6,-3.5,-3.125,0,119.3
2023-03-30,East Slopes North,1,1,1,2,1,1,39.5,-1.0,0.0,-4.05,19.77,0,43.6,-3.5,-3.0,0,121.6
2023-03-31,East Slopes North,2,2,1,1,1,1,29.5,-2.0,0.0,-2.4000000000000004,31.06,1,43.6,-5.0,-3.875,0,112.6
2023-04-01,East Slopes North,2,2,1,2,2,1,26.95,5.5,0.8,-3.85,40.24,1,39.5,2.5,3.0,0,95.95
2023-04-02,East Slopes North,2,1,1,2,2,1,29.3,3.5,0.6499999999999999,-1.05,36.01,1,29.5,7.0,6.375,0,85.75
2023-04-03,East Slopes North,2,2,1,2,1,1,32.15,1.5,0.3999999999999999,-0.1499999999999999,29.65,1,32.15,10.5,6.375,0,88.4
2023-04-04,East Slopes North,2,2,1,2,2,1,33.0,-2.5,0.0,-0.55,14.83,0,33.0,2.5,1.75,0,94.45
2023-04-05,East Slopes North,1,1,2,2,2,1,35.4,-0.5,0.05,2.35,11.3,0,35.4,-1.5,-0.75,0,100.55000000000001
2023-04-06,East Slopes North,3,2,1,1,1,2,38.0,-1.0,0.15,8.2,29.65,1,38.0,-4.0,-2.25,0,106.4
2023-04-07,East Slopes North,2,2,1,3,2,1,39.3,-1.0,0.75,-1.1,33.89,1,39.3,-2.5,-2.625,0,112.69999999999999
2023-04-08,East Slopes North,3,3,3,2,2,1,34.0,-1.5,1.1,-0.7,39.54,1,39.3,-3.5,-2.875,0,111.3
2023-04-09,East Slopes North,2,3,3,3,3,3,37.85,0.5,0.25,2.25,50.83,1,39.3,-2.0,-1.375,0,111.14999999999999
2023-04-10,East Slopes North,2,2,1,2,3,3,34.25,1.0,2.3,-2.35,66.36,1,37.85,0.0,0.375,0,106.1
2023-04-11,East Slopes North,2,2,1,2,2,1,29.200000000000003,3.0,0.55,-6.0,14.12,0,37.85,4.5,3.625,0,101.30000000000001
2023-04-12,East Slopes North,2,1,1,2,2,1,34.0,4.0,0.0,-1.35,33.89,1,34.25,8.0,6.875,0,97.45
2023-04-13,East Slopes North,2,2,1,2,1,1,34.599999999999994,-3.0,-0.25,2.75,14.83,0,34.599999999999994,4.0,1.75,0,97.8
2023-04-14,East Slopes North,1,1,1,2,2,1,38.4,-2.0,-0.0499999999999999,0.4499999999999999,19.77,0,38.4,-1.0,-1.5,0,107.0
2023-04-15,East Slopes North,2,1,1,1,1,1,36.75,-2.0,-0.25,7.300000000000001,37.42,1,38.4,-7.0,-4.0,0,109.75
