Date,Area,Above Treeline,At Treeline,Below Treeline,Yesterday Danger Above Treeline,Yesterday Danger At Treeline,Yesterday Danger Below Treeline,Max Air Temp 24hr,Total Snowfall 24hr,Delta SWE 24hr,Min Temp Diff 48hr,Max Windspeed 24hr,Was High Winds 24hr,Max Air Temp 72hr,Total Snowfall 72hr,Weighted Snowfall 96hr,Was Heavy Snowfall 24hr,Sum Max Temp 72hr
2023-01-15,West Slopes South,2,2,1,2,2,1,33.575,0.75,0.0249999999999999,-2.375,31.77,1,39.8,-2.0,-1.3125,0,109.25
2023-01-16,West Slopes South,2,2,1,2,2,1,34.25,2.75,0.175,-4.375,37.18333333333333,1,35.875,0.25,1.8125,0,103.7
2023-01-17,West Slopes South,2,2,2,2,2,1,33.2,-0.75,0.05,0.675,24.24,0,34.25,2.75,0.875,0,101.025
2023-01-18,West Slopes South,2,2,1,2,2,2,32.45,-1.25,0.1,-2.275,25.89,1,34.25,0.75,-0.25,0,99.9
2023-01-19,West Slopes South,2,2,2,2,2,1,30.275,4.75,0.475,-5.6,55.06999999999999,1,33.2,2.75,4.125,0,95.92500000000001
2023-01-20,West Slopes South,2,2,1,2,2,2,35.5,-0.5,0.0249999999999999,0.4249999999999999,33.416666666666664,1,35.5,3.0,2.25,0,98.22500000000001
2023-01-21,West Slopes South,3,3,2,2,2,1,32.675,-0.25,0.15,3.75,21.18,0,35.5,4.0,1.4375,0,98.44999999999999
2023-01-22,West Slopes South,2,2,2,3,3,2,28.8,6.0,0.7,-3.525,58.36333333333334,1,35.5,5.25,6.75,0,96.975
2023-01-23,West Slopes South,2,2,1,2,2,2,34.7,-1.5,0.125,0.4499999999999999,38.35666666666666,1,34.7,4.25,2.75,0,96.175
2023-01-24,West Slopes South,2,2,2,2,2,1,33.35,-2.0,0.075,5.699999999999999,34.830000000000005,1,34.7,2.5,-0.1875,0,96.85000000000001
2023-01-25,West Slopes South,1,1,1,2,2,2,39.425,0.0,0.2,2.525,40.946666666666665,1,39.425,-3.5,-0.75,0,107.47500000000001
2023-01-26,West Slopes South,2,2,1,1,1,1,40.2,-1.0,0.05,0.425,27.066666666666663,1,40.2,-3.0,-2.375,0,112.975
2023-01-27,West Slopes South,2,2,1,2,2,1,35.1,-0.75,0.125,0.8499999999999999,54.35999999999999,1,40.2,-1.75,-2.0,0,114.72500000000001
2023-01-28,West Slopes South,2,2,1,2,2,1,31.825000000000003,2.0,0.525,-14.525,61.423333333333325,1,40.2,0.25,0.9375,0,107.12500000000001
2023-01-29,West Slopes South,2,2,1,2,2,1,18.4,0.5,0.0,-9.0,36.71333333333333,1,35.1,1.75,1.375,0,85.325
2023-01-30,West Slopes South,2,2,1,2,2,1,30.775,-0.25,-0.125,1.8000000000000005,37.42,1,30.775,0.0,0.3125,0,79.94999999999999
2023-01-30,West Slopes South,2,2,1,2,2,1,30.775,-0.25,-0.125,1.8000000000000005,37.42,1,30.775,0.0,0.3125,0,79.94999999999999
2023-01-31,West Slopes South,2,2,1,2,2,1,35.125,-0.25,0.15,9.55,33.89,1,35.125,-0.75,-0.4375,0,96.67500000000001
2023-02-01,West Slopes South,1,1,1,2,2,1,38.725,-0.25,0.1,5.1,42.36000000000001,1,38.725,-0.75,-0.625,0,104.625
2023-02-02,West Slopes South,2,1,1,1,1,1,44.025,-0.5,-0.025,4.824999999999999,40.00333333333334,1,44.025,-1.0,-0.875,0,117.875
2023-02-03,West Slopes South,3,3,2,2,1,1,38.4,0.25,0.025,2.325,47.77333333333333,1,44.025,-0.5,-0.3125,0,121.15
2023-02-04,West Slopes South,2,2,1,2,2,1,35.025,0.5,0.175,1.7,78.84333333333332,1,38.4,1.25,0.875,0,108.44999999999999
2023-02-04,West Slopes South,2,2,1,2,2,1,35.025,0.5,0.175,1.7,78.84333333333332,1,38.4,1.25,0.875,0,108.44999999999999
2023-02-05,West Slopes South,3,3,2,2,2,1,34.9,3.25,0.5,-1.275,47.3,1,35.025,4.25,3.9375,0,104.94999999999999
2023-02-06,West Slopes South,3,3,3,3,3,2,33.425,1.0,0.0499999999999999,-2.25,44.00666666666666,1,35.025,4.75,3.8125,0,103.35
2023-02-07,West Slopes South,3,3,2,3,3,3,34.075,0.25,0.3,-1.45,51.06666666666666,1,34.9,4.5,2.75,0,102.4
2023-02-08,West Slopes South,2,2,2,3,3,2,35.7,6.75,1.075,-2.175,64.01666666666667,1,35.7,8.0,8.25,0,103.2
2023-02-09,West Slopes South,2,2,1,2,2,2,37.925,2.5,0.425,2.85,54.833333333333336,1,37.925,9.5,7.9375,0,107.7
2023-02-10,West Slopes South,2,2,1,2,2,1,37.150000000000006,-3.25,0.2,1.1,68.96,1,37.925,6.0,2.0625,0,110.775
2023-02-11,West Slopes South,2,2,1,2,2,1,38.025,0.0,0.25,-5.675,52.00666666666666,1,38.025,-0.75,0.5,0,113.10000000000001
2023-02-12,West Slopes South,3,3,3,2,2,1,43.525,-0.25,0.025,4.05,17.88333333333333,0,43.525,-3.5,-1.25,0,118.7
2023-02-13,West Slopes South,3,3,2,3,3,3,35.325,-0.25,0.275,-5.35,43.06666666666666,1,43.525,-0.5,-1.25,0,116.875
2023-02-14,West Slopes South,2,2,2,3,3,2,29.4,4.0,0.45,-4.3,63.303333333333335,1,43.525,3.5,3.6875,0,108.25
2023-02-15,West Slopes South,2,2,1,2,2,2,33.825,-2.25,-0.125,-1.25,38.59666666666666,1,35.325,1.5,0.5625,0,98.55000000000001
2023-02-16,West Slopes South,2,1,1,2,2,1,36.15,-0.75,0.125,6.525,22.356666666666666,0,36.15,1.0,-0.5,0,99.375
2023-02-17,West Slopes South,2,1,1,2,1,1,33.85,0.0,0.05,2.875,29.416666666666668,1,36.15,-3.0,-0.6875,0,103.825
2023-02-18,West Slopes South,2,2,1,2,1,1,33.825,0.25,0.3,0.25,42.59666666666666,1,36.15,-0.5,-0.6875,0,103.82500000000002
2023-02-19,West Slopes South,3,3,3,2,2,1,34.4,1.5,0.25,2.7750000000000004,53.89333333333334,1,34.4,1.75,1.5,0,102.07499999999999
2023-02-20,West Slopes South,3,3,3,3,3,3,36.625,-0.5,0.3,1.275,74.37,1,36.625,1.25,0.75,0,104.85000000000001
2023-02-21,West Slopes South,3,2,2,3,3,3,29.200000000000003,1.0,0.775,-8.1,86.12666666666667,1,36.625,2.0,1.4375,0,100.225
2023-02-22,West Slopes South,3,2,2,3,2,2,21.25,1.75,0.25,-15.575,87.52999999999999,1,36.625,2.25,2.625,0,87.075
2023-02-23,West Slopes South,2,2,2,3,2,2,8.975,1.75,0.175,-6.725,42.830000000000005,1,29.200000000000003,4.5,3.4375,0,59.425000000000004
2023-02-24,West Slopes South,2,2,2,2,2,2,26.575,-1.0,-0.2,1.5499999999999998,48.01,1,26.575,2.5,1.4375,0,56.8
2023-02-25,West Slopes South,3,3,2,2,2,2,36.5,-0.5,0.1,14.35,36.48,1,36.5,0.25,0.0625,0,72.05
2023-02-26,West Slopes South,3,2,2,3,3,2,26.75,-1.5,0.275,5.35,38.126666666666665,1,36.5,-3.0,-1.9375,0,89.825
2023-02-27,West Slopes South,2,2,2,3,2,2,25.625,7.25,0.475,-2.325,52.24333333333334,1,36.5,5.25,5.625,0,88.875
2023-02-28,West Slopes South,2,2,2,2,2,2,29.375,0.75,0.4,0.575,46.59333333333333,1,29.375,6.5,5.3125,0,81.75
2023-03-01,West Slopes South,3,3,3,2,2,2,30.9,3.0,0.2,-3.775,46.123333333333335,1,30.9,11.0,6.8125,0,85.9
2023-03-02,West Slopes South,3,3,2,3,3,3,30.4,-2.0,0.1,6.35,37.65333333333333,1,30.9,1.75,2.4375,0,90.675
2023-03-03,West Slopes South,3,3,2,3,3,2,30.925,6.0,0.75,0.0499999999999999,62.6,1,30.925,7.0,6.1875,0,92.225
2023-03-04,West Slopes South,3,3,2,3,3,2,25.475,2.5,0.575,-0.5,47.53666666666667,1,30.925,6.5,6.75,0,86.80000000000001
2023-03-05,West Slopes South,2,2,1,3,3,2,31.225,1.25,0.6749999999999999,-5.475,53.18333333333334,1,31.225,9.75,5.625,0,87.625
2023-03-06,West Slopes South,2,2,1,2,2,1,33.275,-0.75,0.1,6.525,28.47666666666667,1,33.275,3.0,2.9375,0,89.975
2023-03-07,West Slopes South,2,2,1,2,2,1,31.5,-4.0,0.1,1.8,31.536666666666672,1,33.275,-3.5,-3.3125,0,96.0
2023-03-08,West Slopes South,2,2,1,2,2,1,30.375,-1.25,0.175,-4.15,37.89,1,33.275,-6.0,-4.3125,0,95.15
2023-03-09,West Slopes South,3,3,2,2,2,1,27.15,1.5,0.125,0.2249999999999999,32.946666666666665,1,31.5,-3.75,-1.625,0,89.025
2023-03-10,West Slopes South,3,3,2,3,3,2,32.525,5.5,0.85,4.325,60.95333333333334,1,32.525,5.75,5.0,0,90.05
2023-03-11,West Slopes South,3,3,2,3,3,2,34.55,1.5,0.0249999999999999,-0.925,49.65333333333333,1,34.55,8.5,6.0625,0,94.225
2023-03-12,West Slopes South,3,3,3,3,3,2,33.85,-2.5,0.05,-0.2000000000000001,35.300000000000004,1,34.55,4.5,1.75,0,100.92500000000001
2023-03-13,West Slopes South,3,3,2,3,3,3,34.825,2.75,0.55,-0.4750000000000001,48.71333333333333,1,34.825,1.75,3.0,0,103.22500000000001
2023-03-14,West Slopes South,2,2,1,3,3,2,35.7,3.75,0.7,-3.475,48.01,1,35.7,4.0,4.9375,0,104.375
2023-03-15,West Slopes South,2,2,2,2,2,1,33.4,-2.5,0.075,0.85,35.06333333333333,1,35.7,4.0,1.0625,0,103.925
2023-03-16,West Slopes South,2,2,2,2,2,2,36.1,-1.0,-0.025,-0.975,44.946666666666665,1,36.1,0.25,-0.3125,0,105.2
2023-03-17,West Slopes South,3,3,2,2,2,2,42.125,-0.25,0.15,4.525,40.24,1,42.125,-3.75,-1.3125,0,111.625
2023-03-18,West Slopes South,2,2,2,3,3,2,46.475,-1.5,0.1,6.7,32.24333333333333,1,46.475,-2.75,-2.8125,0,124.69999999999999
2023-03-19,West Slopes South,2,2,1,2,2,2,43.125,-1.75,0.35,2.125,27.296666666666667,1,46.475,-3.5,-3.25,0,131.725
2023-03-20,West Slopes South,2,2,1,2,2,1,37.4,-1.25,0.25,-0.1,38.83,1,46.475,-4.5,-3.375,0,127.0
2023-03-21,West Slopes South,2,2,1,2,2,1,42.7,-0.25,0.2,-3.625,29.65333333333333,1,43.125,-3.25,-2.4375,0,123.225
2023-03-22,West Slopes South,2,2,1,2,2,1,47.45,-1.25,0.05,-1.4499999999999995,37.41666666666666,1,47.45,-2.75,-2.5,0,127.55000000000001
2023-03-23,West Slopes South,3,3,2,2,2,1,35.7,-0.5,0.2,-4.175000000000001,33.41666666666667,1,47.45,-2.0,-1.875,0,125.85000000000001
2023-03-24,West Slopes South,3,3,2,3,3,2,30.95,3.75,0.4499999999999999,-1.7,42.126666666666665,1,47.45,2.0,2.6875,0,114.10000000000001
2023-03-25,West Slopes South,2,2,2,3,3,2,30.375,1.25,0.275,-1.475,39.06666666666666,1,35.7,4.5,3.5,0,97.025
2023-03-26,West Slopes South,2,2,2,2,2,2,34.5,-1.25,0.025,-3.075,27.77,1,34.5,3.75,1.4375,0,95.825
2023-03-27,West Slopes South,2,2,2,2,2,2,36.05,-1.0,0.05,0.95,24.71,0,36.05,-1.0,-0.375,0,100.925
2023-03-28,West Slopes South,2,2,1,2,2,2,33.599999999999994,0.5,0.25,10.4,52.00999999999999,1,36.05,-1.75,-0.5625,0,104.14999999999999
2023-03-29,West Slopes South,2,1,1,2,2,1,39.25,0.25,0.025,1.725,63.30333333333332,1,39.25,-0.25,-0.1875,0,108.89999999999999
2023-03-30,West Slopes South,2,2,1,2,1,1,39.975,-0.75,0.05,-2.375,45.41666666666666,1,39.975,0.0,-0.5625,0,112.82499999999999
2023-03-31,West Slopes South,3,3,3,2,2,1,32.875,-1.5,0.0,-6.938893903907228e-18,37.18,1,39.975,-2.0,-1.8125,0,112.1
2023-04-01,West Slopes South,3,3,3,3,3,3,31.625,6.25,0.725,-4.525,46.59333333333333,1,39.975,4.0,4.8125,0,104.475
2023-04-02,West Slopes South,2,2,2,3,3,3,34.8,5.5,0.75,-1.75,50.833333333333336,1,34.8,10.25,9.25,0,99.3
2023-04-03,West Slopes South,2,2,2,2,2,2,32.025,3.25,0.4499999999999999,-0.1499999999999999,28.473333333333333,1,34.8,15.0,10.125,0,98.44999999999999
2023-04-04,West Slopes South,2,2,2,2,2,2,33.775,-1.25,0.1,-0.775,28.24,1,34.8,7.5,5.5,0,100.6
2023-04-05,West Slopes South,2,3,3,2,2,2,37.75,-1.25,0.0,0.4,23.06,0,37.75,0.75,0.8125,0,103.55000000000001
2023-04-06,West Slopes South,3,3,2,2,3,3,37.25,-2.75,0.1999999999999999,10.725,27.77,1,37.75,-5.25,-3.5,0,108.775
2023-04-07,West Slopes South,2,2,2,3,3,2,41.65,0.25,0.6,-0.7250000000000001,42.12666666666667,1,41.65,-3.75,-2.75,0,116.65
2023-04-08,West Slopes South,4,4,3,2,2,2,38.8,-2.5,0.8749999999999999,-1.725,32.242,1,41.65,-5.0,-4.0,0,117.69999999999999
2023-04-09,West Slopes South,3,3,3,4,4,3,41.1,-0.25,-0.325,6.525,39.3,1,41.65,-2.5,-2.6875,0,121.55000000000001
2023-04-10,West Slopes South,2,2,2,3,3,3,40.55,-2.75,1.725,-4.475,48.71333333333333,1,41.1,-5.5,-4.125,0,120.45
2023-04-11,West Slopes South,2,2,2,2,2,2,35.575,-1.0,0.475,-9.5,32.71333333333333,1,41.1,-4.0,-3.8125,0,117.225
2023-04-12,West Slopes South,2,2,1,2,2,2,36.5,1.25,-0.675,0.65,41.88666666666666,1,40.55,-2.5,-0.9375,0,112.625
2023-04-13,West Slopes South,2,2,1,2,2,1,37.775,-1.5,-0.375,1.425,27.53666666666666,1,37.775,-1.25,-1.75,0,109.85000000000001
2023-04-14,West Slopes South,1,1,1,2,2,1,41.775,-0.25,-0.1,-1.75,25.886666666666667,1,41.775,-0.5,-1.0,0,116.05
2023-04-15,West Slopes South,2,2,1,1,1,1,43.775,-0.5,0.075,8.925,28.94666666666667,1,43.775,-2.25,-1.125,0,123.32499999999999
