Date,Max Air Temp 24hr,Total Snowfall 24hr,Delta SWE 24hr,Min Temp Diff 48hr
2022-12-20,22.450000000000003,0.5,0.4,3.35
2022-12-21,7.5,9.0,0.95,-10.3
2022-12-22,19.05,-8.5,-0.4,3.55
2022-12-23,34.35,-1.5,0.45,19.1
2022-12-24,38.1,5.0,2.2,15.649999999999999
2022-12-25,44.15,-0.5,0.45000000000000007,0.6499999999999999
2022-12-26,42.0,-5.5,-0.15000000000000002,-3.7
2022-12-27,37.4,-0.5,-0.2,-2.9
2022-12-28,27.950000000000003,8.5,0.6000000000000001,-6.35
2022-12-29,30.2,-0.5,0.4,1.25
2022-12-30,31.700000000000003,-1.0,0.4,5.300000000000001
2022-12-31,,6.5,1.05,
2023-01-01,32.75,5.5,1.15,
2023-01-02,34.25,-1.5,0.15000000000000002,0.39999999999999997
2023-01-03,29.950000000000003,-2.5,0.05,-0.95
2023-01-04,33.9,-1.0,0.1,0.24999999999999994
2023-01-05,36.15,-1.5,0.2,5.25
2023-01-06,36.45,-0.5,0.4,-2.2
2023-01-07,34.3,1.0,0.3,2.35
2023-01-08,35.5,1.0,0.35,-1.6
2023-01-09,34.3,3.5,0.4,-1.0
2023-01-10,39.35,1.5,0.35,1.65
2023-01-11,35.150000000000006,-1.5,0.1,1.2
2023-01-12,37.75,-0.5,0.1,0.65
2023-01-13,38.85,5.0,0.8999999999999999,3.05
2023-01-14,40.9,-4.0,-0.44999999999999996,-2.5
2023-01-15,36.900000000000006,-2.0,-0.04999999999999999,-2.25
2023-01-16,31.3,1.5,0.15000000000000002,-3.3499999999999996
2023-01-17,31.650000000000002,-0.5,0.1,-0.25
2023-01-18,31.1,0.5,0.35,-2.65
2023-01-19,29.299999999999997,8.0,1.0,-2.5
2023-01-20,37.7,-2.5,0.15000000000000002,1.9
2023-01-21,38.05,-1.0,0.2,1.9
2023-01-22,25.4,0.5,0.2,-3.15
2023-01-23,30.1,-0.5,0.15,0.9
2023-01-24,30.85,-1.0,0.1,4.15
2023-01-25,42.9,0.0,0.35,0.14999999999999997
2023-01-26,41.45,-0.5,0.1,2.8
2023-01-27,34.15,1.0,0.55,-3.15
2023-01-28,27.5,2.0,0.35,-14.85
2023-01-29,22.049999999999997,-2.0,-0.25,-2.85
2023-01-30,27.700000000000003,-0.5,0.05,8.1
2023-01-31,25.95,-0.5,0.15000000000000002,3.05
2023-02-01,32.900000000000006,0.5,0.4,3.25
2023-02-02,39.1,0.5,0.1,8.45
2023-02-03,40.3,-0.5,0.15000000000000002,-2.1
2023-02-04,34.25,2.0,0.4,-0.25
2023-02-05,32.35,0.5,0.5,-2.1500000000000004
2023-02-06,30.650000000000002,2.0,0.1,0.35
2023-02-07,30.9,-0.5,0.65,-3.3499999999999996
2023-02-08,31.2,11.0,1.75,-3.25
2023-02-09,36.85,0.0,0.55,3.35
2023-02-10,33.0,-1.0,0.8500000000000001,1.35
2023-02-11,32.900000000000006,0.0,0.2,-1.25
2023-02-12,35.95,-1.0,0.15000000000000002,5.75
2023-02-13,30.0,-0.5,0.9,-11.85
2023-02-14,25.2,5.5,0.5,-2.65
2023-02-15,28.200000000000003,-2.5,-0.2,2.65
2023-02-16,32.65,-2.0,0.15000000000000002,5.9
2023-02-17,29.85,2.5,0.15000000000000002,-1.0
2023-02-18,31.8,1.5,0.5,0.75
2023-02-19,30.65,2.5,0.5,1.0
2023-02-20,31.549999999999997,2.0,1.0,1.1
2023-02-21,30.1,5.0,2.35,-12.35
2023-02-22,20.4,7.0,0.95,-5.8
2023-02-23,14.9,-3.0,-0.1,-5.85
2023-02-24,24.05,-1.5,-0.25,-1.7000000000000002
2023-02-25,25.2,-0.5,0.1,15.350000000000001
2023-02-26,23.1,-0.5,0.5,1.0499999999999998
2023-02-27,21.3,5.5,0.75,-1.1
2023-02-28,27.25,1.5,0.45,1.3
2023-03-01,22.55,1.0,0.0,-0.35
2023-03-02,25.049999999999997,-2.0,0.35,2.7
2023-03-03,24.15,8.0,1.15,-0.05000000000000002
2023-03-04,27.049999999999997,3.0,1.05,1.3
2023-03-05,32.25,-2.0,-0.1,0.4
2023-03-06,32.7,-2.0,0.1,-0.75
2023-03-07,32.1,-2.0,0.0,0.75
2023-03-08,32.25,-1.5,0.15000000000000002,1.75
2023-03-09,33.55,-2.0,0.05,0.15000000000000002
2023-03-10,28.85,-0.5,0.4,0.4
2023-03-11,30.9,4.5,0.0,-0.4
2023-03-12,32.85,0.5,0.5,2.35
2023-03-13,32.8,4.5,0.9,-4.15
2023-03-14,32.55,12.5,1.5,-1.0499999999999998
2023-03-15,29.049999999999997,-5.5,0.15000000000000002,1.5
2023-03-16,37.75,0.0,0.25,0.2
2023-03-17,40.650000000000006,-2.5,0.1,5.55
2023-03-18,44.5,-1.5,0.0,4.2
2023-03-19,45.25,-2.0,0.05,3.05
2023-03-20,36.5,-2.0,0.0,-3.0
2023-03-21,43.8,-0.5,-0.09999999999999999,-1.5
2023-03-22,44.400000000000006,-1.0,0.05,2.25
2023-03-23,35.35,-2.0,-0.2,-9.7
2023-03-24,27.950000000000003,5.0,0.55,-1.85
2023-03-25,31.75,3.5,0.39999999999999997,0.65
2023-03-26,31.85,-1.0,0.35,-0.65
2023-03-27,37.2,-1.0,0.05,0.65
2023-03-28,38.5,-0.5,0.2,5.4
2023-03-29,43.599999999999994,-2.0,0.0,4.3
2023-03-30,39.5,-1.0,0.0,-4.05
2023-03-31,29.5,-2.0,0.0,-2.4000000000000004
2023-04-01,26.95,5.5,0.8,-3.8499999999999996
2023-04-02,29.299999999999997,3.5,0.6499999999999999,-1.05
2023-04-03,32.15,1.5,0.39999999999999997,-0.14999999999999997
2023-04-04,33.0,-2.5,0.0,-0.55
2023-04-05,35.4,-0.5,0.05,2.35
2023-04-06,38.0,-1.0,0.15,8.2
2023-04-07,39.3,-1.0,0.75,-1.1
2023-04-08,34.0,-1.5,1.1,-0.7
2023-04-09,37.85,0.5,0.25,2.25
2023-04-10,34.25,1.0,2.3,-2.35
2023-04-11,29.200000000000003,3.0,0.55,-6.0
2023-04-12,34.0,4.0,0.0,-1.35
2023-04-13,34.599999999999994,-3.0,-0.25,2.75
2023-04-14,38.4,-2.0,-0.04999999999999999,0.44999999999999996
2023-04-15,36.75,-2.0,-0.25,7.300000000000001
2023-04-16,36.400000000000006,-1.5,0.25,-8.05
2023-04-17,34.05,6.0,0.65,-1.45
2023-04-18,32.25,0.5,0.25,1.75
2023-04-19,36.15,-1.0,0.0,0.7
2023-04-20,33.45,0.0,-0.05,-1.0
2023-04-21,36.55,4.0,0.4,4.0
2023-04-22,41.35,0.5,0.7,1.8
2023-04-23,38.9,-5.0,0.6,2.3
2023-04-24,39.05,-2.0,-0.29999999999999993,-0.85
2023-04-25,45.05,-1.5,-0.45,-0.20000000000000007
2023-04-26,43.55,-1.0,-0.2,6.1
2023-04-27,55.55,-2.5,0.1,-1.05
2023-04-28,64.45,-1.5,-1.35,15.4
2023-04-29,61.7,-2.5,-0.5,0.85
2023-04-30,54.3,-3.0,-0.65,-13.3
