Date,Max Air Temp 24hr,Total Snowfall 24hr,Delta SWE 24hr,Min Temp Diff 48hr
2022-12-23,35.975,-4.0,-0.275,12.1
2022-12-24,42.05,1.5,0.95,28.725
2022-12-25,43.625,-3.5,0.55,1.95
2022-12-26,43.625,-3.0,-0.275,-0.7000000000000001
2022-12-27,40.025,-2.25,0.2,-6.300000000000001
2022-12-28,30.375,5.75,0.45,-2.15
2022-12-29,32.225,-1.25,-0.025,0.475
2022-12-30,34.1,2.25,0.4,2.075
2022-12-31,,2.5,0.725,
2023-01-01,34.4,1.5,0.07500000000000001,
2023-01-02,27.775,-0.5,-0.05,-4.125
2023-01-03,30.575,-1.0,-0.07500000000000001,1.875
2023-01-04,28.225,-2.5,0.0,0.75
2023-01-05,34.2,-1.25,0.375,5.525
2023-01-06,34.724999999999994,0.5,0.275,1.575
2023-01-07,33.075,-0.5,0.15000000000000002,2.275
2023-01-08,34.075,2.5,0.27499999999999997,-0.775
2023-01-09,32.65,3.5,0.47500000000000003,-1.025
2023-01-10,34.775,2.5,0.45,-1.75
2023-01-11,34.75,-0.75,0.0,2.125
2023-01-12,38.55,0.5,0.22499999999999998,2.275
2023-01-13,39.8,0.5,1.15,3.325
2023-01-14,35.875,-3.25,-0.32499999999999996,-2.6
2023-01-15,33.575,0.75,0.024999999999999994,-2.375
2023-01-16,34.25,2.75,0.175,-4.375
2023-01-17,33.2,-0.75,0.05,0.675
2023-01-18,32.45,-1.25,0.1,-2.275
2023-01-19,30.275,4.75,0.475,-5.6
2023-01-20,35.5,-0.5,0.024999999999999994,0.42499999999999993
2023-01-21,32.675,-0.25,0.15,3.75
2023-01-22,28.8,6.0,0.7,-3.525
2023-01-23,34.7,-1.5,0.125,0.44999999999999996
2023-01-24,33.35,-2.0,0.07500000000000001,5.699999999999999
2023-01-25,39.425000000000004,0.0,0.2,2.525
2023-01-26,40.2,-1.0,0.05,0.425
2023-01-27,35.1,-0.75,0.125,0.8499999999999999
2023-01-28,31.825000000000003,2.0,0.525,-14.525
2023-01-29,18.4,0.5,0.0,-9.0
2023-01-30,30.775,-0.25,-0.125,1.8000000000000003
2023-01-31,35.125,-0.25,0.15,9.549999999999999
2023-02-01,38.725,-0.25,0.1,5.1
2023-02-02,44.025,-0.5,-0.025,4.824999999999999
2023-02-03,38.4,0.25,0.025,2.3249999999999997
2023-02-04,35.025,0.5,0.17500000000000002,1.7
2023-02-05,34.9,3.25,0.5,-1.275
2023-02-06,33.425,1.0,0.049999999999999996,-2.25
2023-02-07,34.075,0.25,0.3,-1.45
2023-02-08,35.7,6.75,1.075,-2.175
2023-02-09,37.925,2.5,0.425,2.85
2023-02-10,37.150000000000006,-3.25,0.2,1.1
2023-02-11,38.025,0.0,0.25,-5.675
2023-02-12,43.525,-0.25,0.025,4.05
2023-02-13,35.325,-0.25,0.275,-5.35
2023-02-14,29.400000000000002,4.0,0.45,-4.3
2023-02-15,33.825,-2.25,-0.125,-1.25
2023-02-16,36.15,-0.75,0.125,6.525
2023-02-17,33.85,0.0,0.05,2.875
2023-02-18,33.825,0.25,0.3,0.25
2023-02-19,34.4,1.5,0.25,2.7750000000000004
2023-02-20,36.625,-0.5,0.30000000000000004,1.2750000000000001
2023-02-21,29.200000000000003,1.0,0.775,-8.1
2023-02-22,21.25,1.75,0.25,-15.575
2023-02-23,8.975,1.75,0.17500000000000002,-6.725
2023-02-24,26.575,-1.0,-0.2,1.5499999999999998
2023-02-25,36.5,-0.5,0.1,14.35
2023-02-26,26.75,-1.5,0.275,5.35
2023-02-27,25.625,7.25,0.47500000000000003,-2.3249999999999997
2023-02-28,29.375,0.75,0.4,0.575
2023-03-01,30.9,3.0,0.2,-3.775
2023-03-02,30.400000000000002,-2.0,0.1,6.35
2023-03-03,30.924999999999997,6.0,0.75,0.04999999999999999
2023-03-04,25.475,2.5,0.575,-0.5
2023-03-05,31.225,1.25,0.6749999999999999,-5.475
2023-03-06,33.275,-0.75,0.1,6.5249999999999995
2023-03-07,31.5,-4.0,0.1,1.8
2023-03-08,30.375,-1.25,0.17500000000000002,-4.15
2023-03-09,27.15,1.5,0.125,0.22499999999999998
2023-03-10,32.525,5.5,0.85,4.325
2023-03-11,34.55,1.5,0.024999999999999988,-0.925
2023-03-12,33.85,-2.5,0.05,-0.20000000000000018
2023-03-13,34.825,2.75,0.55,-0.4750000000000001
2023-03-14,35.7,3.75,0.7,-3.475
2023-03-15,33.4,-2.5,0.07500000000000001,0.85
2023-03-16,36.1,-1.0,-0.025,-0.975
2023-03-17,42.125,-0.25,0.15,4.525
2023-03-18,46.475,-1.5,0.1,6.7
2023-03-19,43.125,-1.75,0.35,2.125
2023-03-20,37.4,-1.25,0.25,-0.10000000000000003
2023-03-21,42.7,-0.25,0.2,-3.625
2023-03-22,47.45,-1.25,0.05,-1.4499999999999997
2023-03-23,35.7,-0.5,0.2,-4.175000000000001
2023-03-24,30.95,3.75,0.44999999999999996,-1.7
2023-03-25,30.375,1.25,0.275,-1.4749999999999999
2023-03-26,34.5,-1.25,0.025,-3.075
2023-03-27,36.05,-1.0,0.05,0.95
2023-03-28,33.599999999999994,0.5,0.25,10.4
2023-03-29,39.25,0.25,0.025,1.725
2023-03-30,39.975,-0.75,0.05,-2.375
2023-03-31,32.875,-1.5,0.0,-6.938893903907228e-18
2023-04-01,31.625,6.25,0.725,-4.525
2023-04-02,34.8,5.5,0.75,-1.75
2023-04-03,32.025,3.25,0.44999999999999996,-0.14999999999999997
2023-04-04,33.775,-1.25,0.1,-0.775
2023-04-05,37.75,-1.25,0.0,0.4
2023-04-06,37.25,-2.75,0.19999999999999998,10.725000000000001
2023-04-07,41.65,0.25,0.6,-0.7250000000000001
2023-04-08,38.8,-2.5,0.8749999999999999,-1.725
2023-04-09,41.1,-0.25,-0.325,6.525
2023-04-10,40.55,-2.75,1.725,-4.475
2023-04-11,35.575,-1.0,0.47500000000000003,-9.5
2023-04-12,36.5,1.25,-0.675,0.65
2023-04-13,37.775,-1.5,-0.375,1.425
2023-04-14,41.775,-0.25,-0.1,-1.75
2023-04-15,43.775,-0.5,0.075,8.925
2023-04-16,38.0,-1.0,-0.1,-4.949999999999999
2023-04-17,35.1,1.5,0.15000000000000002,-3.525
2023-04-18,34.8,2.0,0.125,1.55
2023-04-19,35.65,0.0,0.0,1.625
2023-04-20,32.325,1.5,0.2,-4.0
2023-04-21,36.25,2.0,0.525,7.025
2023-04-22,49.125,-1.5,0.07500000000000001,3.975
2023-04-23,43.2,-3.0,1.425,0.575
2023-04-24,40.55,-1.25,0.2,-1.425
2023-04-25,50.575,-0.75,-0.925,0.925
2023-04-26,56.85,-1.5,0.4,4.925
2023-04-27,61.85,-3.25,-0.45,-0.25
2023-04-28,64.025,-1.75,-0.7000000000000001,5.65
2023-04-29,66.65,-3.75,-1.5,1.3
2023-04-30,52.300000000000004,-3.0,-1.4249999999999998,-7.525
