#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2022-11-01 00:00 to 2023-04-30 23:00
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 941: Mowich, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous      N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous      N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous      N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous      N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Mowich (941) 
# Washington  SNOTEL Site - 3160 ft
# Reporting Frequency: Hourly; Date Range: 2022-11-01 00:00 to 2023-04-30 23:00
#
# As of: May 14, 2023 4:19:22 PM GMT-08:00
#
Date,Station Id,Station Name,Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Observed (degF),Elevation (ft),Latitude,Longitude
2022-11-02 03:00,941,Mowich,0.2,0,4.5,33.3,3160,46.92833,-121.95232
2022-11-02 04:00,941,Mowich,0.2,0,4.5,34.5,3160,46.92833,-121.95232
2022-11-02 05:00,941,Mowich,0.2,0,4.5,34.3,3160,46.92833,-121.95232
2022-11-02 06:00,941,Mowich,0.2,0,4.5,34.2,3160,46.92833,-121.95232
2022-11-02 07:00,941,Mowich,0.2,0,4.6,33.1,3160,46.92833,-121.95232
2022-11-02 08:00,941,Mowich,0.2,0,4.6,34.5,3160,46.92833,-121.95232
2022-11-02 09:00,941,Mowich,0.3,-1,4.6,33.6,3160,46.92833,-121.95232
2022-11-02 10:00,941,Mowich,0.3,-1,4.6,36.1,3160,46.92833,-121.95232
2022-11-02 11:00,941,Mowich,0.3,-1,4.6,34.3,3160,46.92833,-121.95232
2022-11-02 12:00,941,Mowich,0.3,-1,4.6,35.8,3160,46.92833,-121.95232
2022-11-02 13:00,941,Mowich,0.3,-1,4.6,35.6,3160,46.92833,-121.95232
2022-11-02 14:00,941,Mowich,0.3,0,4.7,33.6,3160,46.92833,-121.95232
2022-11-02 15:00,941,Mowich,0.4,-1,4.8,34.2,3160,46.92833,-121.95232
2022-11-02 16:00,941,Mowich,0.4,-1,4.8,34.3,3160,46.92833,-121.95232
2022-11-02 17:00,941,Mowich,0.4,-1,4.8,32.2,3160,46.92833,-121.95232
2022-11-02 18:00,941,Mowich,0.3,-1,4.8,32.2,3160,46.92833,-121.95232
2022-11-02 19:00,941,Mowich,0.3,-1,4.7,31.8,3160,46.92833,-121.95232
2022-11-02 20:00,941,Mowich,0.3,-1,4.7,31.6,3160,46.92833,-121.95232
2022-11-02 21:00,941,Mowich,0.3,-1,4.7,31.8,3160,46.92833,-121.95232
2022-11-02 22:00,941,Mowich,0.3,-1,4.7,31.6,3160,46.92833,-121.95232
2022-11-02 23:00,941,Mowich,0.3,-1,4.8,30.7,3160,46.92833,-121.95232
2022-11-03 00:00,941,Mowich,0.1,0,4.7,30.2,3160,46.92833,-121.95232
2022-11-03 01:00,941,Mowich,0.3,-1,4.7,30.0,3160,46.92833,-121.95232
2022-11-03 02:00,941,Mowich,0.3,-1,4.7,30.6,3160,46.92833,-121.95232
2022-11-03 03:00,941,Mowich,0.3,-1,4.7,30.9,3160,46.92833,-121.95232
2022-11-03 04:00,941,Mowich,0.3,-1,4.7,31.8,3160,46.92833,-121.95232
2022-11-03 05:00,941,Mowich,0.3,-1,4.7,31.8,3160,46.92833,-121.95232
2022-11-03 06:00,941,Mowich,0.3,-1,4.7,31.8,3160,46.92833,-121.95232
2022-11-03 07:00,941,Mowich,0.3,-1,4.8,32.5,3160,46.92833,-121.95232
2022-11-03 08:00,941,Mowich,0.3,-1,4.7,33.1,3160,46.92833,-121.95232
2022-11-03 09:00,941,Mowich,0.3,-1,4.7,34.9,3160,46.92833,-121.95232
2022-11-03 10:00,941,Mowich,0.3,0,4.8,36.1,3160,46.92833,-121.95232
2022-11-03 11:00,941,Mowich,0.3,-1,4.8,36.0,3160,46.92833,-121.95232
2022-11-03 12:00,941,Mowich,0.4,0,4.8,35.2,3160,46.92833,-121.95232
2022-11-03 13:00,941,Mowich,0.3,0,4.8,34.3,3160,46.92833,-121.95232
2022-11-03 14:00,941,Mowich,0.3,0,4.8,35.6,3160,46.92833,-121.95232
2022-11-03 15:00,941,Mowich,0.3,0,4.8,35.1,3160,46.92833,-121.95232
2022-11-03 16:00,941,Mowich,0.3,0,4.8,35.8,3160,46.92833,-121.95232
2022-11-03 17:00,941,Mowich,0.3,0,4.8,35.6,3160,46.92833,-121.95232
2022-11-03 18:00,941,Mowich,0.3,0,4.8,37.0,3160,46.92833,-121.95232
2022-11-03 19:00,941,Mowich,0.4,0,4.8,39.2,3160,46.92833,-121.95232
2022-11-03 20:00,941,Mowich,0.4,0,4.9,39.7,3160,46.92833,-121.95232
2022-11-03 21:00,941,Mowich,0.3,0,4.9,39.9,3160,46.92833,-121.95232
2022-11-03 22:00,941,Mowich,0.3,0,4.8,40.5,3160,46.92833,-121.95232
2022-11-03 23:00,941,Mowich,0.3,-1,4.9,39.9,3160,46.92833,-121.95232
2022-11-04 00:00,941,Mowich,0.3,0,5.0,41.0,3160,46.92833,-121.95232
2022-11-04 01:00,941,Mowich,0.3,0,5.2,41.9,3160,46.92833,-121.95232
2022-11-04 02:00,941,Mowich,0.3,0,5.2,43.0,3160,46.92833,-121.95232
2022-11-04 03:00,941,Mowich,0.3,-1,5.3,43.0,3160,46.92833,-121.95232
2022-11-04 04:00,941,Mowich,0.3,-1,5.4,43.7,3160,46.92833,-121.95232
2022-11-04 05:00,941,Mowich,0.3,0,5.5,45.0,3160,46.92833,-121.95232
2022-11-04 06:00,941,Mowich,0.3,0,5.7,45.3,3160,46.92833,-121.95232
2022-11-04 07:00,941,Mowich,0.3,0,5.9,45.5,3160,46.92833,-121.95232
2022-11-04 08:00,941,Mowich,0.3,0,6.2,46.8,3160,46.92833,-121.95232
2022-11-04 09:00,941,Mowich,0.3,0,6.4,47.1,3160,46.92833,-121.95232
2022-11-04 10:00,941,Mowich,0.3,0,6.8,47.3,3160,46.92833,-121.95232
2022-11-04 11:00,941,Mowich,0.3,0,7.1,47.7,3160,46.92833,-121.95232
2022-11-04 12:00,941,Mowich,0.3,0,7.4,48.2,3160,46.92833,-121.95232
2022-11-04 13:00,941,Mowich,0.3,0,7.7,48.2,3160,46.92833,-121.95232
2022-11-04 14:00,941,Mowich,0.3,0,8.0,48.0,3160,46.92833,-121.95232
2022-11-04 15:00,941,Mowich,0.3,0,8.3,48.2,3160,46.92833,-121.95232
2022-11-04 16:00,941,Mowich,0.3,0,8.6,48.4,3160,46.92833,-121.95232
2022-11-04 17:00,941,Mowich,0.3,0,8.9,48.6,3160,46.92833,-121.95232
2022-11-04 18:00,941,Mowich,0.3,0,9.2,48.6,3160,46.92833,-121.95232
2022-11-04 19:00,941,Mowich,0.3,0,9.3,48.7,3160,46.92833,-121.95232
2022-11-04 20:00,941,Mowich,0.3,0,9.4,48.6,3160,46.92833,-121.95232
2022-11-04 21:00,941,Mowich,0.2,0,9.4,48.2,3160,46.92833,-121.95232
2022-11-04 22:00,941,Mowich,0.3,0,9.7,47.5,3160,46.92833,-121.95232
2022-11-04 23:00,941,Mowich,0.3,0,9.8,41.0,3160,46.92833,-121.95232
2022-11-05 00:00,941,Mowich,0.2,0,9.9,37.2,3160,46.92833,-121.95232
2022-11-05 01:00,941,Mowich,0.2,0,9.9,35.8,3160,46.92833,-121.95232
2022-11-05 02:00,941,Mowich,0.2,0,9.9,35.2,3160,46.92833,-121.95232
2022-11-05 03:00,941,Mowich,0.2,0,9.9,34.5,3160,46.92833,-121.95232
2022-11-05 04:00,941,Mowich,0.2,0,9.9,34.2,3160,46.92833,-121.95232
2022-11-05 05:00,941,Mowich,0.2,0,9.9,34.2,3160,46.92833,-121.95232
2022-11-05 06:00,941,Mowich,0.2,0,9.9,34.2,3160,46.92833,-121.95232
2022-11-05 07:00,941,Mowich,0.2,0,9.9,33.6,3160,46.92833,-121.95232
2022-11-05 08:00,941,Mowich,0.2,0,9.9,33.8,3160,46.92833,-121.95232
2022-11-05 09:00,941,Mowich,0.3,0,10.0,34.0,3160,46.92833,-121.95232
2022-11-05 10:00,941,Mowich,0.3,0,10.0,33.8,3160,46.92833,-121.95232
2022-11-05 11:00,941,Mowich,0.3,0,10.0,33.8,3160,46.92833,-121.95232
2022-11-05 12:00,941,Mowich,0.2,0,10.0,34.0,3160,46.92833,-121.95232
2022-11-05 13:00,941,Mowich,0.2,0,10.0,34.2,3160,46.92833,-121.95232
2022-11-05 14:00,941,Mowich,0.2,0,10.0,34.7,3160,46.92833,-121.95232
2022-11-05 15:00,941,Mowich,0.2,-1,10.0,33.6,3160,46.92833,-121.95232
2022-11-05 16:00,941,Mowich,0.3,0,10.1,33.6,3160,46.92833,-121.95232
2022-11-05 17:00,941,Mowich,0.3,-1,10.1,32.9,3160,46.92833,-121.95232
2022-11-05 18:00,941,Mowich,0.3,-1,10.1,32.9,3160,46.92833,-121.95232
2022-11-05 19:00,941,Mowich,0.3,0,10.1,32.7,3160,46.92833,-121.95232
2022-11-05 20:00,941,Mowich,0.3,0,10.1,32.7,3160,46.92833,-121.95232
2022-11-05 21:00,941,Mowich,0.3,-1,10.1,33.1,3160,46.92833,-121.95232
2022-11-05 22:00,941,Mowich,0.3,0,10.1,33.8,3160,46.92833,-121.95232
2022-11-05 23:00,941,Mowich,0.3,0,10.1,34.9,3160,46.92833,-121.95232
2022-11-06 00:00,941,Mowich,0.3,0,10.1,34.9,3160,46.92833,-121.95232
2022-11-06 01:00,941,Mowich,0.3,0,10.1,37.0,3160,46.92833,-121.95232
2022-11-06 02:00,941,Mowich,0.3,-1,10.2,36.9,3160,46.92833,-121.95232
2022-11-06 03:00,941,Mowich,0.3,-1,10.1,37.6,3160,46.92833,-121.95232
2022-11-06 04:00,941,Mowich,0.3,0,10.1,36.1,3160,46.92833,-121.95232
2022-11-06 05:00,941,Mowich,0.3,0,10.1,37.2,3160,46.92833,-121.95232
2022-11-06 06:00,941,Mowich,0.4,0,10.2,35.4,3160,46.92833,-121.95232
2022-11-06 07:00,941,Mowich,0.5,0,10.3,34.7,3160,46.92833,-121.95232
2022-11-06 08:00,941,Mowich,0.7,1,10.4,34.2,3160,46.92833,-121.95232
2022-11-06 09:00,941,Mowich,0.8,1,10.4,32.9,3160,46.92833,-121.95232
2022-11-06 10:00,941,Mowich,0.8,2,10.4,33.3,3160,46.92833,-121.95232
2022-11-06 11:00,941,Mowich,0.8,2,10.4,33.1,3160,46.92833,-121.95232
2022-11-06 12:00,941,Mowich,0.8,2,10.4,33.8,3160,46.92833,-121.95232
2022-11-06 13:00,941,Mowich,0.8,2,10.5,33.4,3160,46.92833,-121.95232
2022-11-06 14:00,941,Mowich,0.8,2,10.5,34.3,3160,46.92833,-121.95232
2022-11-06 15:00,941,Mowich,0.8,2,10.5,33.6,3160,46.92833,-121.95232
2022-11-06 16:00,941,Mowich,0.7,2,10.5,33.6,3160,46.92833,-121.95232
2022-11-06 17:00,941,Mowich,0.7,2,10.5,33.4,3160,46.92833,-121.95232
2022-11-06 18:00,941,Mowich,0.7,2,10.5,32.4,3160,46.92833,-121.95232
2022-11-06 19:00,941,Mowich,0.8,,10.5,32.2,3160,46.92833,-121.95232
2022-11-06 20:00,941,Mowich,0.8,3,10.6,31.8,3160,46.92833,-121.95232
2022-11-06 21:00,941,Mowich,0.9,,10.6,31.8,3160,46.92833,-121.95232
2022-11-06 22:00,941,Mowich,0.9,6,10.7,31.6,3160,46.92833,-121.95232
2022-11-06 23:00,941,Mowich,1.0,6,10.7,31.5,3160,46.92833,-121.95232
2022-11-07 00:00,941,Mowich,1.0,8,10.8,31.3,3160,46.92833,-121.95232
2022-11-07 01:00,941,Mowich,1.0,7,10.8,31.1,3160,46.92833,-121.95232
2022-11-07 02:00,941,Mowich,1.1,,10.9,31.3,3160,46.92833,-121.95232
2022-11-07 03:00,941,Mowich,1.2,,10.9,31.6,3160,46.92833,-121.95232
2022-11-07 04:00,941,Mowich,1.2,8,10.9,30.9,3160,46.92833,-121.95232
2022-11-07 05:00,941,Mowich,1.2,7,10.9,31.1,3160,46.92833,-121.95232
2022-11-07 06:00,941,Mowich,1.2,8,10.9,30.9,3160,46.92833,-121.95232
2022-11-07 07:00,941,Mowich,1.1,9,10.9,31.1,3160,46.92833,-121.95232
2022-11-07 08:00,941,Mowich,1.1,9,10.9,32.5,3160,46.92833,-121.95232
2022-11-07 09:00,941,Mowich,1.1,9,10.9,33.3,3160,46.92833,-121.95232
2022-11-07 10:00,941,Mowich,1.2,9,11.0,35.8,3160,46.92833,-121.95232
2022-11-07 11:00,941,Mowich,1.2,9,11.0,38.3,3160,46.92833,-121.95232
2022-11-07 12:00,941,Mowich,1.2,7,11.0,38.7,3160,46.92833,-121.95232
2022-11-07 13:00,941,Mowich,1.2,7,11.0,38.3,3160,46.92833,-121.95232
2022-11-07 14:00,941,Mowich,1.1,7,11.0,36.0,3160,46.92833,-121.95232
2022-11-07 15:00,941,Mowich,1.1,6,11.0,36.5,3160,46.92833,-121.95232
2022-11-07 16:00,941,Mowich,1.1,6,11.0,36.7,3160,46.92833,-121.95232
2022-11-07 17:00,941,Mowich,1.1,6,11.1,36.3,3160,46.92833,-121.95232
2022-11-07 18:00,941,Mowich,1.1,6,11.0,35.4,3160,46.92833,-121.95232
2022-11-07 19:00,941,Mowich,1.1,6,11.0,36.1,3160,46.92833,-121.95232
2022-11-07 20:00,941,Mowich,1.1,6,11.1,36.9,3160,46.92833,-121.95232
2022-11-07 21:00,941,Mowich,1.1,6,11.0,32.4,3160,46.92833,-121.95232
2022-11-07 22:00,941,Mowich,1.1,5,11.0,34.9,3160,46.92833,-121.95232
2022-11-07 23:00,941,Mowich,1.1,4,11.0,32.0,3160,46.92833,-121.95232
2022-11-08 00:00,941,Mowich,1.0,5,11.0,33.6,3160,46.92833,-121.95232
2022-11-08 01:00,941,Mowich,1.0,4,11.0,34.2,3160,46.92833,-121.95232
2022-11-08 02:00,941,Mowich,1.0,5,11.0,33.1,3160,46.92833,-121.95232
2022-11-08 03:00,941,Mowich,1.0,5,11.0,32.4,3160,46.92833,-121.95232
2022-11-08 04:00,941,Mowich,1.0,6,11.0,32.7,3160,46.92833,-121.95232
2022-11-08 05:00,941,Mowich,1.0,6,11.0,32.4,3160,46.92833,-121.95232
2022-11-08 06:00,941,Mowich,1.0,6,11.0,33.4,3160,46.92833,-121.95232
2022-11-08 07:00,941,Mowich,1.0,6,11.0,31.8,3160,46.92833,-121.95232
2022-11-08 08:00,941,Mowich,1.0,5,11.0,31.8,3160,46.92833,-121.95232
2022-11-08 09:00,941,Mowich,1.0,5,11.0,34.0,3160,46.92833,-121.95232
2022-11-08 10:00,941,Mowich,1.0,5,11.0,38.7,3160,46.92833,-121.95232
2022-11-08 11:00,941,Mowich,1.1,4,11.1,42.6,3160,46.92833,-121.95232
2022-11-08 12:00,941,Mowich,1.1,4,11.0,40.5,3160,46.92833,-121.95232
2022-11-08 13:00,941,Mowich,1.0,4,11.0,38.3,3160,46.92833,-121.95232
2022-11-08 14:00,941,Mowich,1.0,4,11.0,38.7,3160,46.92833,-121.95232
2022-11-08 15:00,941,Mowich,1.0,4,11.0,34.5,3160,46.92833,-121.95232
2022-11-08 16:00,941,Mowich,1.0,4,11.0,32.5,3160,46.92833,-121.95232
2022-11-08 17:00,941,Mowich,1.0,4,11.0,32.5,3160,46.92833,-121.95232
2022-11-08 18:00,941,Mowich,1.0,4,11.0,32.0,3160,46.92833,-121.95232
2022-11-08 19:00,941,Mowich,1.0,4,11.0,31.6,3160,46.92833,-121.95232
2022-11-08 20:00,941,Mowich,1.0,4,11.0,31.5,3160,46.92833,-121.95232
2022-11-08 21:00,941,Mowich,1.0,4,11.0,31.1,3160,46.92833,-121.95232
2022-11-08 22:00,941,Mowich,0.9,4,11.0,30.4,3160,46.92833,-121.95232
2022-11-08 23:00,941,Mowich,0.9,4,11.0,29.7,3160,46.92833,-121.95232
2022-11-09 00:00,941,Mowich,0.9,4,11.0,29.7,3160,46.92833,-121.95232
2022-11-09 01:00,941,Mowich,0.9,4,11.0,29.7,3160,46.92833,-121.95232
2022-11-09 02:00,941,Mowich,0.9,3,11.0,29.3,3160,46.92833,-121.95232
2022-11-09 03:00,941,Mowich,0.9,4,11.0,28.9,3160,46.92833,-121.95232
2022-11-09 04:00,941,Mowich,0.9,4,11.0,27.9,3160,46.92833,-121.95232
2022-11-09 05:00,941,Mowich,0.9,4,11.0,27.7,3160,46.92833,-121.95232
2022-11-09 06:00,941,Mowich,0.9,4,11.0,27.9,3160,46.92833,-121.95232
2022-11-09 07:00,941,Mowich,0.9,4,11.0,27.3,3160,46.92833,-121.95232
2022-11-09 08:00,941,Mowich,0.9,3,11.0,27.7,3160,46.92833,-121.95232
2022-11-09 09:00,941,Mowich,0.9,3,11.0,28.8,3160,46.92833,-121.95232
2022-11-09 10:00,941,Mowich,0.9,3,11.0,31.3,3160,46.92833,-121.95232
2022-11-09 11:00,941,Mowich,0.9,3,11.0,33.1,3160,46.92833,-121.95232
2022-11-09 12:00,941,Mowich,0.9,3,11.0,33.1,3160,46.92833,-121.95232
2022-11-09 13:00,941,Mowich,0.9,3,11.0,34.3,3160,46.92833,-121.95232
2022-11-09 14:00,941,Mowich,0.9,2,11.0,36.3,3160,46.92833,-121.95232
2022-11-09 15:00,941,Mowich,0.9,2,10.9,37.8,3160,46.92833,-121.95232
2022-11-09 16:00,941,Mowich,0.9,3,11.0,32.9,3160,46.92833,-121.95232
2022-11-09 17:00,941,Mowich,0.9,3,11.0,32.2,3160,46.92833,-121.95232
2022-11-09 18:00,941,Mowich,0.9,3,11.0,31.6,3160,46.92833,-121.95232
2022-11-09 19:00,941,Mowich,0.9,2,11.0,31.5,3160,46.92833,-121.95232
2022-11-09 20:00,941,Mowich,0.8,3,11.0,32.5,3160,46.92833,-121.95232
2022-11-09 21:00,941,Mowich,0.8,3,11.0,32.5,3160,46.92833,-121.95232
2022-11-09 22:00,941,Mowich,0.8,2,11.0,32.9,3160,46.92833,-121.95232
2022-11-09 23:00,941,Mowich,0.8,2,11.0,31.8,3160,46.92833,-121.95232
2022-11-10 00:00,941,Mowich,0.9,3,11.0,29.7,3160,46.92833,-121.95232
2022-11-10 01:00,941,Mowich,0.8,3,11.0,30.2,3160,46.92833,-121.95232
2022-11-10 02:00,941,Mowich,0.8,2,11.0,31.8,3160,46.92833,-121.95232
2022-11-10 03:00,941,Mowich,0.8,3,11.0,32.2,3160,46.92833,-121.95232
2022-11-10 04:00,941,Mowich,0.8,2,11.0,32.0,3160,46.92833,-121.95232
2022-11-10 05:00,941,Mowich,0.8,2,11.0,31.6,3160,46.92833,-121.95232
2022-11-10 06:00,941,Mowich,0.8,2,11.0,32.0,3160,46.92833,-121.95232
2022-11-10 07:00,941,Mowich,0.8,2,11.0,32.4,3160,46.92833,-121.95232
2022-11-10 08:00,941,Mowich,0.8,3,11.0,32.4,3160,46.92833,-121.95232
2022-11-10 09:00,941,Mowich,0.8,2,11.0,33.3,3160,46.92833,-121.95232
2022-11-10 10:00,941,Mowich,0.8,2,11.0,36.7,3160,46.92833,-121.95232
2022-11-10 11:00,941,Mowich,0.9,2,11.1,37.9,3160,46.92833,-121.95232
2022-11-10 12:00,941,Mowich,0.9,2,11.0,37.0,3160,46.92833,-121.95232
2022-11-10 13:00,941,Mowich,0.9,2,11.0,41.7,3160,46.92833,-121.95232
2022-11-10 14:00,941,Mowich,0.9,2,11.0,39.6,3160,46.92833,-121.95232
2022-11-10 15:00,941,Mowich,0.8,2,11.0,37.2,3160,46.92833,-121.95232
2022-11-10 16:00,941,Mowich,0.8,2,11.0,36.9,3160,46.92833,-121.95232
2022-11-10 17:00,941,Mowich,0.8,2,11.0,33.6,3160,46.92833,-121.95232
2022-11-10 18:00,941,Mowich,0.8,2,11.0,32.5,3160,46.92833,-121.95232
2022-11-10 19:00,941,Mowich,0.8,2,11.0,32.5,3160,46.92833,-121.95232
2022-11-10 20:00,941,Mowich,0.8,2,11.0,32.2,3160,46.92833,-121.95232
2022-11-10 21:00,941,Mowich,0.8,2,11.0,32.2,3160,46.92833,-121.95232
2022-11-10 22:00,941,Mowich,0.8,2,11.0,31.6,3160,46.92833,-121.95232
2022-11-10 23:00,941,Mowich,0.8,2,11.0,31.6,3160,46.92833,-121.95232
2022-11-11 00:00,941,Mowich,0.8,2,11.0,32.2,3160,46.92833,-121.95232
2022-11-11 01:00,941,Mowich,0.7,2,11.0,34.0,3160,46.92833,-121.95232
2022-11-11 02:00,941,Mowich,0.8,2,11.0,33.6,3160,46.92833,-121.95232
2022-11-11 03:00,941,Mowich,0.8,2,11.0,34.9,3160,46.92833,-121.95232
2022-11-11 04:00,941,Mowich,0.8,2,11.0,36.3,3160,46.92833,-121.95232
2022-11-11 05:00,941,Mowich,0.8,2,11.0,37.0,3160,46.92833,-121.95232
2022-11-11 06:00,941,Mowich,0.8,2,11.0,36.5,3160,46.92833,-121.95232
2022-11-11 07:00,941,Mowich,0.8,2,11.0,37.6,3160,46.92833,-121.95232
