Date,Max Air Temp 24hr,Total Snowfall 24hr,Delta SWE 24hr,Min Temp Diff 48hr
2023-03-16,33.6,-1.0,0.0,-2.9
2023-03-17,36.5,-1.0,0.1,3.4
2023-03-18,38.3,-2.0,0.1,2.5
2023-03-19,39.2,-2.0,0.1,2.9
2023-03-20,36.5,-1.0,0.1,2.7
2023-03-21,39.9,-1.0,0.1,-3.4
2023-03-22,42.4,-1.0,0.0,1.1
2023-03-23,36.7,-1.0,0.0,-6.4
2023-03-24,31.8,-1.0,0.1,-3.0
2023-03-25,31.3,0.0,0.2,0.3
2023-03-26,34.7,0.0,0.1,0.2
2023-03-27,35.4,0.0,0.0,-0.9
2023-03-28,37.6,-1.0,0.1,6.6
2023-03-29,42.4,-2.0,0.1,3.4
2023-03-30,40.8,0.0,0.1,-1.4
2023-03-31,34.0,0.0,0.0,-0.5
2023-04-01,29.7,1.0,0.2,-5.0
2023-04-02,29.7,3.0,0.4,-3.4
2023-04-03,34.0,-1.0,0.1,3.4
2023-04-04,34.3,-1.0,0.2,-1.8
2023-04-05,36.7,0.0,0.0,0.9
2023-04-06,37.8,-1.0,0.1,7.4
2023-04-07,40.5,0.0,0.3,3.1
2023-04-08,37.6,0.0,0.5,-2.7
2023-04-09,37.0,-1.0,0.1,4.9
2023-04-10,36.3,2.0,0.9,-1.4
2023-04-11,32.5,0.0,-0.1,-10.3
2023-04-12,34.2,1.0,-0.4,-2.5
2023-04-13,37.0,-1.0,0.1,3.4
2023-04-14,39.9,0.0,0.0,-0.9
2023-04-15,41.4,0.0,0.1,6.3
2023-04-16,36.5,-1.0,0.0,-5.6
2023-04-17,36.3,2.0,0.3,-4.5
2023-04-18,35.4,0.0,0.1,1.9
2023-04-19,36.1,1.0,-0.1,0.9
2023-04-20,38.1,-2.0,0.0,-0.1
2023-04-21,39.0,2.0,0.4,3.9
2023-04-22,43.9,0.0,0.2,1.3
2023-04-23,41.9,-1.0,0.3,4.5
2023-04-24,42.4,-2.0,0.6,-1.3
2023-04-25,48.6,-1.0,-0.9,-0.9
2023-04-26,45.1,-2.0,0.3,8.0
2023-04-27,55.8,-2.0,-0.1,-2.7
2023-04-28,62.8,-2.0,-1.0,6.5
2023-04-29,63.7,-2.0,-0.9,4.0
2023-04-30,57.4,-2.0,-0.9,-7.9
